full_site_address,Latitude,Longitude,car_wash_name,distance_from_original_location,car_wash_address,nearest_business_name_1,nearest_business_address_1,distance_car_wash_nearest_business_1,nearest_business_name_2,nearest_business_address_2,distance_car_wash_nearest_business_2,nearest_business_name_3,nearest_business_address_3,distance_car_wash_nearest_business_3,nearest_business_name_4,nearest_business_address_4,distance_car_wash_nearest_business_4,nearest_business_name_5,nearest_business_address_5,distance_car_wash_nearest_business_5,multiple_business_count
"Abercorn , 10509 Abercorn St , Savannah , GA , 31419",31.9858522,-81.1330952,LUV Car Wash,0.02757933612276743,"10509 Abercorn Extention, Savannah, GA 31419, USA",Jiffy Lube,"10509 Abercorn St, Savannah, GA 31419, USA",0.026797085107866627,Kane Karen DVM,"10515 Abercorn St, Savannah, GA 31419, USA",0.03422427601471684,Southside Hospital For Animals: Fandrich Pam DVM,"10515 Abercorn St, Savannah, GA 31419, USA",0.03422427601471684,Southside Hospital For Animals: Davidowski Leslie DVM,"10515 Abercorn St, Savannah, GA 31419, USA",0.03422427601471684,"Hudspeth, G Scott, Dvm","10515 Abercorn St, Savannah, GA 31419, USA",0.03702841115064412,0
"Adore Car Wash , 771-789 Barwon Heads Rd , Armstrong Creek , VIC , 3217",-38.2318383,144.3744484,Adore The Car Wash,0.0,"771-789 Barwon Heads Rd, Armstrong Creek VIC 3217, Australia",Bottlemart Armstrong Creek,"771-789 Barwon Heads Rd, Armstrong Creek VIC 3217, Australia",0.027291126479090207,Ampol Foodary Armstrong Creek,"771-789 Barwon Heads Rd, Armstrong Creek VIC 3217, Australia",0.04401373624478336,Bean Squeeze Armstrong Crk,"771 Barwon Heads Rd, Armstrong Creek VIC 3217, Australia",0.05457406714400543,Greater Geelong Building & Pest Inspections,"9 Longreach Rd, Armstrong Creek VIC 3217, Australia",0.05868445023386066,Hermosa Lane,"13 Longreach Rd, Armstrong Creek VIC 3217, Australia",0.06212660274817738,2
"Alabaster Wash and Wax , 916 1st St S , Alabaster , AL , 35007",33.2331449,-86.8116296,Alabaster Car Wash,1.4705250466882265e-12,"916 1st St S, Alabaster, AL 35007, USA",Alabaster Fire Department Firehouse 3,"910 1st St S, Alabaster, AL 35007, USA",0.030207589230330185,"Chevron Food Mart, Alabaster","844a US-31, Alabaster, AL 35007, USA",0.0667015662020904,Shell,"1091 1st St S, Alabaster, AL 35007, USA",0.07058764912229461,RKP Foodmart LLC - Alabaster Shell,"1091 1st St S, Alabaster, AL 35007, USA",0.0829094805500782,Chevron Alabaster,"1100 1st St S, Alabaster, AL 35007, USA",0.08169662878943296,0
"Aladdin Car Wash , 1616 S 57th St , Temple , TX , 76504",31.088884,-97.3780292,Aladdin Car Wash,0.0,"1616 S 57th St, Temple, TX 76504, USA",Dollar General,"1608 S 57th St, Temple, TX 76504, USA",0.03263035930909899,Morris Luann,"2701 Ira Young Dr, Temple, TX 76504, USA",0.05051143833215914,Weber's,"2701 Ira Young Dr B, Temple, TX 76504, USA",0.05184300124360335,Baca Transport Llc,"2701 Ira Young Dr ste e, Temple, TX 76504, USA",0.05285582447884217,Sojourn Real Estate,"2701 Ira Young Dr, Temple, TX 76504, USA",0.05285582447884217,0
"Alameda , 395 Alameda Blvd NW , Albuquerque , NM , 87114",35.1891491,-106.6161158,Champion Xpress Carwash,0.003192452423213868,"395 Alameda Blvd NW, Albuquerque, NM 87114, USA",David Montoya Construction,"315 Alameda Blvd NE, Albuquerque, NM 87113, USA",0.006650281256233934,Record My Research,"315 Alameda Blvd NE, Albuquerque, NM 87113, USA",0.006656296309972121,Southwest Elite Properties,"315 Alameda Blvd NE Ste C, Albuquerque, NM 87113, USA",0.006656296309972121,Beyond Diabetes,"315 Alameda Blvd NE, Albuquerque, NM 87113, USA",0.006656296309972121,Consumer51,"315 Alameda Blvd NE #1569, Albuquerque, NM 87113, USA",0.006656296309972121,0
"Alamosa , 51 Craft Dr , Alamosa , CO , 81101",37.4765837,-105.8945442,Champion Xpress Carwash,0.004513976841752448,"51 Craft Dr, Alamosa, CO 81101, USA",Super 8 by Wyndham Alamosa,"2505 Main St, Alamosa, CO 81101, USA",0.047381568596185086,Burger King,"2501 Main St, Alamosa, CO 81101, USA",0.05331790393728832,Abortion Alternatives SLV,"3211 Main St E, Alamosa, CO 81101, USA",0.05248789195277571,Mountain Valley Eye Care,"2509 Main St, Alamosa, CO 81101, USA",0.07026570737637916,McDonald's,"100 Craft Dr, Alamosa, CO 81101, USA",0.08010380919488243,0
"All American Big Spring , 513 W Marcy Dr , Big Spring , TX , 79720",32.2284801,-101.4727633,All American Car Wash,0.019286746336827504,"605 FM700, Big Spring, TX 79720, USA",McDonald's,"2600 S Gregg St, Big Spring, TX 79720, USA",0.12046582074389905,Biomedical Deerfield,"Big Spring, TX 79720, USA",0.13174095668724195,Vital Care Urgent Care,"2602 S Gregg St STE 6, Big Spring, TX 79720, USA",0.1382744176931836,Anytime Fitness,"2602 S Gregg St, Big Spring, TX 79720, USA",0.1382744176931836,Dollar General,"2602 S Gregg St, Big Spring, TX 79720, USA",0.1382744176931836,0
"All American Boerne , 1376 S Main St , Boerne , TX , 78006",29.7768476,-98.726846,All American Car Wash,0.0,"1376 S Main St, Boerne, TX 78006, USA",Boerne Walmart Super Center ATM,"1379 S Main St, Boerne, TX 78006, USA",0.0529863583707467,Murphy USA,"1379 S Main St, Boerne, TX 78006, USA",0.06594135290564673,Johnson Eye Care,"1375 S Main St # 202, Boerne, TX 78006, USA",0.08081401233513556,Menger Crossing,"1375 S Main St, Boerne, TX 78006, USA",0.08103417085175549,Cash Store,"1375 S Main St Ste 225, Boerne, TX 78006, USA",0.08205983570407588,0
"All American Bulverde , 22247 Bulverde Rd , San Antonio , TX , 78259",29.6478912,-98.4270091,All American Car Wash,0.049017656766577655,"22247 Bulverde Rd, San Antonio, TX 78259, USA",Chase ATM,"3659 E Evans Rd, San Antonio, TX 78259, USA",0.026797736115837082,Chase Bank,"3659 E Evans Rd, San Antonio, TX 78259, USA",0.029566823132339888,Priscilla Deann Patino - Chase Home Lending Advisor - NMLS ID 887025,"3659 E Evans Rd, San Antonio, TX 78259, USA",0.029699424071647305,Chase Mortgage,"3659 E Evans Rd, San Antonio, TX 78259, USA",0.03341532564055283,San Antonio City Limit,"3659 E Evans Rd, San Antonio, TX 78259, USA",0.06891873210838542,0
"All American Car Wash , 917 N 7th St , Vincennes , IN , 47591",38.6808632,-87.5201897,All American Car Wash and Express Lube,0.0,"917 N 7th St, Vincennes, IN 47591, USA",Lydia's Flowers,"927 N 7th St, Vincennes, IN 47591, USA",0.023763268035865932,Grundman Shoes,"906 N 7th St, Vincennes, IN 47591, USA",0.025838936908453843,Flourish Integrative Health,"903 N 7th St, Vincennes, IN 47591, USA",0.02639365294060615,Camilette Rhea,"903 N 7th St, Vincennes, IN 475913107, USA",0.02639365294060615,J D Thomas Agency,"914 N 7th St, Vincennes, IN 47591, USA",0.032154644065880485,0
"All American Dezavala , 4242 De Zavala Rd , San Antonio , TX , 78249",29.57502,-98.5669201,All American Car Wash,0.055085550091486205,"4262 De Zavala Rd, San Antonio, TX 78249, USA",De Zavala & Indian Woods,"San Antonio, TX 78249, USA",0.03433109287570279,De Zavala Opposite Indian Woods,"San Antonio, TX 78249, USA",0.03817300196142067,UTH Dezavala- Cardiology,"4306 De Zavala Rd, San Antonio, TX 78249, USA",0.044872098323807084,"Mir Tariq Ali, MD","4306 De Zavala Rd, San Antonio, TX 78249, USA",0.044872098323807084,"Alison Winograd, FNP","4306 De Zavala Rd Building 1, San Antonio, TX 78249, USA",0.044872098323807084,0
"All American Kitty Hawk , 1024 Kitty Hawk Rd , Universal City , TX , 78148",29.5453319,-98.3168978,All American Car Wash,0.0240205278504873,"1024 Kitty Hawk Rd, Universal City, TX 78148, USA",Dutch Bros Coffee,"1100 Kitty Hawk Rd, Universal City, TX 78148, USA",0.025078503229060654,QuikTrip,"1014 Kitty Hawk Rd, Universal City, TX 78148, USA",0.055812756476490914,Western Union,"1014 Kitty Hawk Rd, Universal City, TX 78148, USA",0.05785980376368801,Athena Bitcoin ATM,"12003 E Loop 1604 N, Universal City, TX 78148, USA",0.07487375253308506,McCoy's Building Supply,"1025 Kitty Hawk Rd, Universal City, TX 78148, USA",0.07781176770962261,0
"All American Ou0027Connor , 11331 Ou0027Connor Rd , San Antonio , TX , 78233",29.560052,-98.3636131,,,,,,,,,,,,,,,,,,,0
"All American Vance Jackson , 4343 Vance Jackson Rd , San Antonio , TX , 78230",29.5147542,-98.5357639,All American Car Wash,0.027851448316386133,"4343 Vance Jackson Rd, San Antonio, TX 78230, USA",Silver Scissors Beauty Salon,"4403 Vance Jackson Rd Suite #105, San Antonio, TX 78230, USA",0.023926175450295233,Fiesta Mexicana,"4403 Vance Jackson Rd suite 101, San Antonio, TX 78230, USA",0.031290969425010556,Impulse Diagnostic Tx,"4402 Vance Jackson Rd ste 144, San Antonio, TX 78230, USA",0.03358199367748247,MRI Centers of Texas,"4400 Vance Jackson Rd, San Antonio, TX 78230, USA",0.03947766234991809,McDonald's,"4331 Vance Jackson Rd, San Antonio, TX 78230, USA",0.041222909687881996,0
"All Washed Up Canonsburg , 405 Old Pike St , Canonsburg , PA , 15317",40.2614149,-80.1747502,All Washed Up Auto Spa,1.3415824193893315e-12,"405 Old Pike St, Canonsburg, PA 15317, USA",Morelli Fence Company,"13 Weavertown Rd, Canonsburg, PA 15317, USA",0.04738015135104369,Astrology and Tarot Readings by Dominique,"426 Old Pike St, Canonsburg, PA 15317, USA",0.05227807474166683,Redbox,"100 Cavasina Dr, Canonsburg, PA 15317, USA",0.05663996856783684,Coen Markets - Main Office,"1000 Philadelphia St, Canonsburg, PA 15317, USA",0.05962278505704752,Walgreens Photo,"100 Cavasina Dr, Canonsburg, PA 15317, USA",0.05979408292143472,0
"All Washed Up Dubois , 306 Liberty Blvd , DuBois , PA , 15801",41.1205763,-78.758636,All Washed Up Auto Spa,0.0013673653429605583,"306 Liberty Blvd, DuBois, PA 15801, USA","Alpha Marketing Solutions, LLC","Box 132, DuBois, PA 15801, USA",0.0349721944191706,chris kurcsics photography,"DuBois, PA 15801, USA",0.0349721944191706,TJ*MAP Photography,"DuBois, PA 15801, USA",0.0349721944191706,County Pest Control,"PO Box 283, DuBois, PA 15801, USA",0.0349721944191706,"Magnus Marketing, LLC","PO Box 220, DuBois, PA 15801, USA",0.0349721944191706,0
"All Washed Up Harmar , 2404 Freeport Rd , Pittsburgh , PA , 15238",40.5336038,-79.8458897,All Washed Up Auto Spa,0.0,"2404 Freeport Rd, Pittsburgh, PA 15238, USA",AutoZone Auto Parts,"2403 Freeport Rd, Pittsburgh, PA 15238, USA",0.030137282341590594,Advance Auto Parts,"2407 Freeport Rd, Pittsburgh, PA 15238, USA",0.03305594334388764,Freeport Rd + Guys Run Rd,"Harmar Township, PA 15238, USA",0.05230185787278136,Freeport Rd + Guys Run Rd,"Harmar Township, PA 15238, USA",0.06318498716561638,AHN Harmar Neighborhood Hospital,"2501 Freeport Rd, Pittsburgh, PA 15238, USA",0.07117929959263591,0
"All Washed Up Johnstown , 1119 Scalp Ave , Johnstown , PA , 15904",40.281186,-78.8627293,All Washed Up Auto Spa,0.0,"1119 Scalp Ave, Johnstown, PA 15904, USA",AutoZone Auto Parts,"1115 Scalp Ave, Johnstown, PA 15904, USA",0.028012101556147334,Repeat Boutique,"1123 Scalp Ave, Johnstown, PA 15904, USA",0.02981500069178137,State Farm Insurance Agent,"1114 Scalp Ave Suite 2, Johnstown, PA 15904, USA",0.03139384589283348,Scalp Ave & Mayluth Rd Inbound,"Richland Township, PA 15904, USA",0.03869112340747978,Highlighted Honey Salon,"1114 Scalp Ave, Johnstown, PA 15904, USA",0.04201084120216968,0
"All Washed Up Munhall , 630 William Marks Dr , Homestead , PA , 15120",40.4096318,-79.8993024,All Washed Up Auto Spa,0.0,"630 William Marks Dr, Munhall, PA 15120, USA",8th Ave + Grant,"Munhall, PA 15120, USA",0.03795226302331478,8th Ave + Grant,"Munhall, PA 15120, USA",0.04921345086853705,Rally's,"906 E 8th Ave, Munhall, PA 15120, USA",0.07252273516530576,PEI - Pittsburgh Electrical Insulation,"800 Martha St, Munhall, PA 15120, USA",0.07497633545444789,Filtech Inc,"622 William Marks Dr, Munhall, PA 15120, USA",0.07558684379689518,0
"All Washed Up Uniontown , 15 New Salem Rd , Uniontown , PA , 15401",39.9105773,-79.7474519,All Washed Up Auto Spa,0.0,"15 New Salem Rd, Uniontown, PA 15401, USA",Sheetz,"655 W Main St, Uniontown, PA 15401, USA",0.039485281517846645,Bitcoin Depot - BDCheckout,"655 W Main St, Uniontown, PA 15401, USA",0.04234494867396454,Motto Clear Aligners,"595 W Main St, Uniontown, PA 15401, USA",0.06391519160947134,Jennifer Check,"595 W Main St, Uniontown, PA 15401, USA",0.06917029529272704,"Aspen Dental - Uniontown, PA","595 W Main St, Uniontown, PA 15401, USA",0.06917029529272704,0
"Aloha Car Wash Bothell , 17818 Bothell Everett Hwy , Bothell , WA , 98012",47.8359328,-122.2121577,Aloha Car Wash Company,8.79030181977214e-13,"17818 Bothell Everett Hwy, Bothell, WA 98012, USA",Top Shelf Espresso,"17902 Bothell Everett Hwy, Bothell, WA 98012, USA",0.024790321491208273,Berts Tavern,"17902 Bothell Everett Hwy, Bothell, WA 98012, USA",0.03970172844880151,Andra Lagergren,"17901 Bothell Everett Hwy APT F104, Bothell, WA 98012, USA",0.0567521087146903,Kevin Norris,"17901 Bothell Everett Hwy APT F104, Bothell, WA 98012, USA",0.0567521087146903,Lorenzo Valdivia Jr - State Farm Insurance Agent,"17901 Bothell Everett Hwy Ste F-105, Bothell, WA 98012, USA",0.0567521087146903,0
"Aloha Car Wash Woodinville , 13001 NE 177th Pl , Woodinville , WA , 98072",47.7553696,-122.1661391,Aloha Car Wash Company,4.39515090988607e-13,"13001 NE 177th Pl, Woodinville, WA 98072, USA","Terraphase Engineering, Inc.","17625 130th Ave NE Suite # 101, Woodinville, WA 98072, USA",0.027875780141226884,Advanced Development Solutions,"13100 NE 177th Pl, Woodinville, WA 98072, USA",0.033157790525615634,Pep Boys,"13018 NE 175th St, Woodinville, WA 98072, USA",0.04042065085464217,Mead Gilman & Associates,"PO Box 289, Woodinville, WA 98072, USA",0.044871540877210354,"Robinson Noble, Inc","17625 130th Ave NE #102, Woodinville, WA 98072, USA",0.04613885787635302,0
"Alpine Express , 2235 Alpine Blvd , Alpine , CA , 91901",32.8352883,-116.7654836,Shell,0.0012269642435700837,"2235 Alpine Blvd, Alpine, CA 91901, USA",ATM,"2235 Alpine Blvd, Alpine, CA 91901, USA",0.008592474618668583,Marieta's Mexican Food,"2225 Alpine Blvd, Alpine, CA 91901, USA",0.020992988368093806,Coinsource Bitcoin ATM,"2223 Alpine Blvd, Alpine, CA 91901, USA",0.026935918790232476,Kanzy Flowers,"2253 Alpine Blvd, Alpine, CA 91901, USA",0.031310345818117404,Alpine Station,"2232 Alpine Blvd, Alpine, CA 91901, USA",0.037177421839229216,1
"Alpine Wash , 250 S Denton Tap Rd , Coppell , TX , 75019",32.9641433,-96.9930085,Alpine Car Wash,4.39515090988607e-13,"250 S Denton Tap Rd, Coppell, TX 75019, USA",Valvoline Instant Oil Change,"254 S Denton Tap Rd, Coppell, TX 75019, USA",0.01921202796373011,Dr. Monica Henary,"220 S Denton Tap Rd, Coppell, TX 75019, USA",0.05234687573423496,Shivani Patel,"220 S Denton Tap Rd Suite 204, Coppell, TX 75019, USA",0.05234687573423496,Dr. Yasuhiko Kamura,"220 S Denton Tap Rd #102, Coppell, TX 75019, USA",0.05234687573423496,Dr. Blessy Philip,"220 S Denton Tap Rd, Coppell, TX 75019, USA",0.05234687573423496,0
"Alton Town Center , 5200 Donald Ross Rd , Palm Beach Gardens , FL , 33418",26.8819403,-80.1164588,,,,,,,,,,,,,,,,,,,0
"Amaranth , 200 W Amaranth Ln , Lincoln , NE , 68523",40.7445062,-96.7255223,Soapatopia Car Wash,0.03983077950374089,"200 W Amaranth Ln, Lincoln, NE 68523, USA",Jeannie's Kitchen,"200 W Amaranth Ln, Lincoln, NE 68523, USA",0.02606313355338779,U-Stop Convenience Shop,"200 W Amaranth Ln, Lincoln, NE 68523, USA",0.03025918587795631,Phillips 66,"200 W Amaranth Ln, Lincoln, NE 68523, USA",0.050343847733155395,The Reserve on 77,"6740 SW 4th St, Lincoln, NE 68523, USA",0.07146197627616392,Lincoln Race Course,"7055 S 1st St, Lincoln, NE 68512, USA",0.15767403341827857,3
"American Pride Garner , 1421 US-70 , Garner , NC , 27529",35.722175,-78.64549,American Pride Xpress Car Wash,0.0,"1421 US-70, Garner, NC 27529, USA",InTown Suites Extended Stay Raleigh/Garner,"1491 US-70, Garner, NC 27529, USA",0.03124322099958074,Mr. Tire Auto Service Centers,"1415 US-70, Garner, NC 27529, USA",0.04963843900847123,Autobell Car Wash,"1501 US-70, Garner, NC 27529, USA",0.05939490519277101,Valvoline Instant Oil Change,"1517 US-70 West, Garner, NC 27529, USA",0.07443599464684852,Sherwin-Williams Paint Store,"1405 US-70, Garner, NC 27529, USA",0.07978770612380982,0
"American Pride Glenwood , 6450 Glenwood Ave , Raleigh , NC , 27612",35.858959,-78.7056567,American Pride Xpress Carwash,7.124200771601154e-13,"6450 Glenwood Ave, Raleigh, NC 27612, USA",Taco Bell,"6404 Glenwood Ave, Raleigh, NC 27612, USA",0.023006319649139403,Emerald City Associates,"4208 Pleasant Valley Rd, Raleigh, NC 27612, USA",0.05771710771514287,Biggby Coffee,"4208 Pleasant Valley Rd, Raleigh, NC 27613, USA",0.05830053061594734,Burger King,"6500 Glenwood Ave, Raleigh, NC 27612, USA",0.061125489160070615,Glenwood Ave at Pleasant Valley Rd (Chili's),"Raleigh, NC 27612, USA",0.06418474001353795,0
"American Pride Newbern , 3810 New Bern Ave , Raleigh , NC , 27610",35.79766,-78.5752657,American Pride Car Wash,0.0,"3806 New Bern Ave, Raleigh, NC 27610, USA",New Bern Ave at Plainview Dr,"Raleigh, NC 27610, USA",0.020457204686089497,Zippy Lube,"3802 New Bern Ave, Raleigh, NC 27610, USA",0.025059201942709122,American Pride Xpress Carwash,"3810 New Bern Ave, Raleigh, NC 27610, USA",0.032783470707879694,Red Roof Inn Raleigh Northeast - Downtown,"3804 New Bern Ave, Raleigh, NC 27610, USA",0.04251219030031722,El Taco Market,"3800 New Bern Ave, Raleigh, NC 27610, USA",0.04215205310679508,0
"American Pride Six Forks , 8909 Six Forks Rd , Raleigh , NC , 27615",35.9021523,-78.6532466,American Pride Xpress Carwash,0.0,"8909 Six Forks Rd, Raleigh, NC 27615, USA","Goodwill Industries of Eastern NC, Inc. - Harvest Plaza","9005 Baileywick Rd, Raleigh, NC 27615, USA",0.04731771060864657,Wells Fargo Advisors,"8901 Six Forks Rd, Raleigh, NC 27615, USA",0.050763178983718474,Wells Fargo Bank,"8901 Six Forks Rd, Raleigh, NC 27615, USA",0.0507770259372384,Wells Fargo ATM,"8901 Six Forks Rd, Raleigh, NC 27615, USA",0.05125346764098755,"Rhema Speech & Language Therapy Services, PLLC","Six Forks Rd, Raleigh, NC 27615, USA",0.05757288139297127,0
"American Pride Smithfield , 1203 N Brightleaf Blvd , Smithfield , NC , 27577",35.5195152,-78.3146416,American Pride Xpress Car Wash,0.0,"1203 N Brightleaf Blvd, Smithfield, NC 27577, USA",McDonald's,"1209 N Brightleaf Blvd, Smithfield, NC 27577, USA",0.03645024968453587,"Alisa Strickland, OD","1201 N Brightleaf Blvd, Smithfield, NC 27577, USA",0.04278975393094656,"Vikarma Brooks, OD","1201 N Brightleaf Blvd, Smithfield, NC 27577, USA",0.04278975393094656,eyecarecenter,"1201 N Brightleaf Blvd, Smithfield, NC 27577, USA",0.044700978998331205,Dr. Rachel Vick,"1201 N Brightleaf Blvd, Smithfield, NC 27577, USA",0.04571567585822105,0
"Annau0027s Car Wash , 2332 Legacy Circle , Elizabeth , CO , 80107",39.3604653,-104.6205128,Anna's Car and Dog Wash,0.0028412393262409468,"2332 Legacy Cir, Elizabeth, CO 80107, USA",AutoZone Auto Parts,"2320 Legacy Cir, Elizabeth, CO 80107, USA",0.0331343679259684,Murphy USA,"2336 Legacy Cir, Elizabeth, CO 80107, USA",0.05761101387435416,Anytime Fitness,"2340 Legacy Cir, Elizabeth, CO 80107, USA",0.05843850670681243,Taco Bell,"2350 Legacy Cir, Elizabeth, CO 80107, USA",0.06108929180184011,Elizabeth Family Dental,"2340 Legacy Cir UNIT 2, Elizabeth, CO 80107, USA",0.06164517353131572,0
"Apple Wu0026L , 22355 Bellaire Blvd , Richmond , TX , 77407",29.6913423,-95.7670162,Apple Car Wash & Lube Center,0.012824417878210426,"22355 Bellaire Blvd, Richmond, TX 77407, USA",ELITE FIREWORKS Mega Stand,"22355 Bellaire Blvd, Richmond, TX 77407, USA",0.013343098519066227,Apple Lube Express,"22355B Bellaire Blvd Suite B, Richmond, TX 77407, USA",0.023428084046207394,AutoZone Auto Parts,"22341 Bellaire Blvd, Richmond, TX 77407, USA",0.05579886714999623,Richmond Roofing & Construction LLC,"7003 Misty Morning Trace, Richmond, TX 77407, USA",0.06586174719108769,Sonic Drive-In,"22363 Bellaire Blvd, Richmond, TX 77407, USA",0.07628076669419707,1
"Aqua Blue , 85 Peachtree Industrial Blvd , Sugar Hill , GA , 30518",34.0762511,-84.0602463,Aqua Blue Car Wash,0.007202647118900013,"85 Peachtree Industrial Blvd, Sugar Hill, GA 30518, USA",Stepping Stone Montessori School,"65 Peachtree Industrial Blvd, Sugar Hill, GA 30518, USA",0.058302218213804685,United Rentals - Temporary Fence,"165 Peachtree Industrial Blvd, Sugar Hill, GA 30518, USA",0.06382016789979258,Bush & Bush Towing Inc,"175 Peachtree Industrial Blvd Suite B, Sugar Hill, GA 30518, USA",0.08953997161736903,America's Bodyshop,"175 Peachtree Industrial Blvd Suite B, Sugar Hill, GA 30518, USA",0.0898616050472247,North Perimeter Collision Inc,"175 Peachtree Industrial Blvd Suite B, Sugar Hill, GA 30518, USA",0.09247345972515147,0
"Aqua Blue Duluth , 1097 Duluth Hwy , Lawrenceville , GA , 30043",33.9686995,-84.0368456,Aqua Blue Car Wash,7.290174702964188e-13,"1097 Duluth Hwy, Lawrenceville, GA 30043, USA",FunAthon Indoor Playground & Party Center,"1097 Duluth Hwy, Lawrenceville, GA 30043, USA",0.005685889087070713,Advance Auto Parts,"1093 Duluth Hwy, Lawrenceville, GA 30043, USA",0.027247299792142302,Orchid Spa & Massage,"2003 Riverside Pkwy suite103, Lawrenceville, GA 30043, USA",0.04913484503732315,Bitcoin Depot - Bitcoin ATM,"1095 Duluth Hwy, Lawrenceville, GA 30043, USA",0.050245641558288714,LibertyX Bitcoin ATM,"1095 Duluth Hwy, Lawrenceville, GA 30043, USA",0.05068687015526555,1
"Aqua Breeze Car Wash , 150 E Felton Rd , Cartersville , GA , 30120",34.1971313,-84.7921299,Aqua Breeze Car Wash,8.495765670837921e-13,"150 E Felton Rd, Cartersville, GA 30120, USA",CARTERSVILLE BAR -B-Q,"140 E Felton Rd, Cartersville, GA 30120, USA",0.0077314539299996815,Cartersville BBQ,"140 E Felton Rd, Cartersville, GA 30120, USA",0.011087141208629038,Checkers,"901 Joe Frank Harris Pkwy SE, Cartersville, GA 30120, USA",0.03857108098528789,Georgia United Credit Union,"134 E Felton Rd, Cartersville, GA 30120, USA",0.03720141011136591,Joinus Career,"143 E Felton Rd, Cartersville, GA 30120, USA",0.042639577822826215,0
"Aqua Bubble Car Wash , 5860 Bethelview Rd , Cumming , GA , 30040",34.1666588,-84.177562,Aqua Bubble Car Wash,0.0,"5860 Bethelview Rd, Cumming, GA 30040, USA",Enterprise Rent-A-Car,"5925 Pkwy N Blvd, Cumming, GA 30040, USA",0.029717290803067512,Discovery Point Bethelview,"5850 Bethelview Rd, Cumming, GA 30040, USA",0.03870817736947644,G2 Automotive,"5935 Pkwy N Blvd, Cumming, GA 30040, USA",0.0480682766887687,"Laurelanne Hackinson, Counselor","5965 Pkwy N Blvd C, Cumming, GA 30040, USA",0.04855318669509367,"Shannon Hummel, Psychiatric Nurse Practitioner","5965 Pkwy N Blvd C, Cumming, GA 30040, USA",0.04855318669509367,0
"Arco Wash , 4433 Lancaster Dr NE , Salem , OR , 97305",44.9834269,-122.9838017,Splash wash,0.018961635929359493,"4433 Lancaster Dr NE, Salem, OR 97305, USA",Churros Tony's,"4433 Lancaster Dr NE, Salem, OR 97305, USA",0.0,ampm,"4433 Lancaster Dr NE, Salem, OR 97305, USA",0.0,LibertyX Bitcoin ATM,"4433 Lancaster Dr NE, Salem, OR 97305, USA",0.0010204440636506632,Arco,"4433 Lancaster Dr NE, Salem, OR 97305, USA",0.018961635929359493,Northwest Retail,"4433 Lancaster Dr NE, Salem, OR 97305, USA",0.01977545128162222,5
"Atlantic Blvd , 8714 Atlantic Blvd , Jacksonville , FL , 32211",30.3135949,-81.565618,LUV Car Wash,0.0005280333177658772,"8714 Atlantic Blvd, Jacksonville, FL 32211, USA",8712 Atlantic Blvd.,"Jacksonville, FL 32216, USA",0.03257937195706211,John Beck Insurance Inc,"8726 Atlantic Blvd, Jacksonville, FL 32211, USA",0.046947481301082804,Als Liquors,"Century St, Jacksonville, FL 32211, USA",0.05764716565706487,Atlantic Self Storage,"8740 Atlantic Blvd, Jacksonville, FL 32211, USA",0.06530968182289365,The New Neighborhood Tavern,"15 Century St, Jacksonville, FL 32211, USA",0.06640753708644698,0
"Atlantic Express , 7700 Atlantic Ave , Cudahy , CA , 90201",33.9654069,-118.1865354,Atlantic Express Car Wash,0.006649879864277888,"7700 Atlantic Ave, Cudahy, CA 90201, USA",4 D's Fabrics,"4628 Clara St, Cudahy, CA 90201, USA",0.029309799942841656,Latinas Art Foundation,"4628 Clara St, Bell Gardens, CA 90201, USA",0.029562699131450734,Atlantic / Clara,"Cudahy, CA 90201, USA",0.032186207117218445,La super tripa veloz,"4537 Clara St, Cudahy, CA 90201, USA",0.03292684807461408,Atlantic / Clara,"Cudahy, CA 90201, USA",0.03230377773632238,0
"Auto Paradise Car Wash , 1402 E Vine St , Kissimmee , FL , 34744",28.30373,-81.388079,Auto Paradise Car Wash,8.045340336511866e-13,"1402 E Vine St, Kissimmee, FL 34744, USA",iStorage,"1404 E Vine St, Kissimmee, FL 34744, USA",0.01631910624412942,DmPedicure Florida,"1400 E Vine St D, Kissimmee, FL 34744, USA",0.019247893520613645,Farmers Insurance - Aston Banton,"1400 E Vine St Ste A, Kissimmee, FL 34744, USA",0.019528536492418855,Farmers Insurance,"1400 E Vine St, Kissimmee, FL 34744, USA",0.019813224464161238,Toyo perro1,"1400 E Vine St, Kissimmee, FL 34744, USA",0.023356216175234302,0
"Auto Suds Express West , 25th North 25th St. , Lebanon , PA , 17042",40.3402231,-76.4568065,AutoSuds West Car Wash,4.39515090988607e-13,"25 N 25th St, Lebanon, PA 17042, USA",Litz Co,"2501 Cumberland St # 3, Lebanon, PA 17042, USA",0.014106602830557749,Los Santos Auto LLC..1 STOP 1 SHOP LLC,"2505 Cumberland St, Lebanon, PA 17042, USA",0.02409609835855647,The Hearth Family Restaurant,"2550 Cumberland St, Lebanon, PA 17042, USA",0.0515134077914261,AutoZone Auto Parts,"2515 Cumberland St, Lebanon, PA 17042, USA",0.0568180683672765,Moyer Kia Service Department,"2499 Cumberland St Suite 2, Lebanon, PA 17042, USA",0.07042289963635143,0
