full_site_address,Latitude,Longitude,car_wash_name,distance_from_original_location,car_wash_address,nearest_business_name_1,nearest_business_address_1,distance_car_wash_nearest_business_1,nearest_business_name_2,nearest_business_address_2,distance_car_wash_nearest_business_2,nearest_business_name_3,nearest_business_address_3,distance_car_wash_nearest_business_3,nearest_business_name_4,nearest_business_address_4,distance_car_wash_nearest_business_4,nearest_business_name_5,nearest_business_address_5,distance_car_wash_nearest_business_5,multiple_business_count
"Ocean Express , 9640 Federal Blvd , Federal Heights , CO , 80260",39.8715564,-105.0241903,Ocean Express Car Wash,8.79030181977214e-13,"9640 Federal Blvd, Federal Heights, CO 80260, USA",Shed-n-Deck,"9600 N Federal Blvd, Denver, CO 80260, USA",0.02885613661378618,Evo Graphix,"2950 Cascade Dr, Federal Heights, CO 80260, USA",0.05283000823468907,Federal Blvd & W 96th Ave,"Federal Heights, CO 80260, USA",0.05191422586615958,Hilltop Gardens,"9660 N Federal Blvd, Westminster, CO 80260, USA",0.06621816380130924,Conoco,"9590 Federal Blvd, Denver, CO 80260, USA",0.0728928853713451,0
"Ocean State Car Wash , 2313 Post Rd , Warwick , RI , 2886",41.7194532,-71.4433887,Ocean State Car Wash,0.0,"2313 Post Rd, Warwick, RI 02886, USA",Tavern 12,"2299 Post Rd, Warwick, RI 02886, USA",0.014897521662197552,Greenfield Insurance RI,"2308 US-1, Warwick, RI 02886, USA",0.029562876013810226,Cap City of R I,"2304 Post Rd, Warwick, RI 02886, USA",0.03368200685815054,Budget Truck Rental,"2296 Post Rd, Warwick, RI 02886, USA",0.03781254186785983,2341 Post Rd Parking,"2341 Post Rd, Warwick, RI 02886, USA",0.04058111293378964,0
"Octopus Express , 510 W State Rd 434 , Winter Springs , FL , 32708",28.6986111,-81.3107744,El Car Wash - Winter Springs,4.39515090988607e-13,"510 W State Rd 434, Winter Springs, FL 32708, USA",Octopus Car Wash Winter Springs,"510 W State Rd 434, Winter Springs, FL 32708, USA",0.0129690825565153,Kiddie Korner Preschool,"480 W State Rd 434, Winter Springs, FL 32708, USA",0.03591957429882432,Pediatric Associates Winter Springs,"501 W State Rd 434, Winter Springs, FL 32708, USA",0.03947890468432876,Rowland Acupuncture,"501 W State Rd 434, Winter Springs, FL 32708, USA",0.04312090333775869,Joanne Dela Pena Arce,"501 W State Rd 434, Winter Springs, FL 32708, USA",0.043939822599611274,1
"Ogeechee , 5909 Ogeechee Rd , Savannah , GA , 31419",31.997541,-81.2525169,LUV Car Wash,0.013152365912888219,"5909 Ogeechee Rd, Savannah, GA 31419, USA",Take 5 Oil Change,"5907 Ogeechee Rd, Savannah, GA 31419, USA",0.01959125184113755,Dollar Tree,"5911 Ogeechee Rd, Savannah, GA 31419, USA",0.05380923654921822,Action Equipment,"5900 Ogeechee Rd, Savannah, GA 31419, USA",0.07325074713810784,Ogeechee & S&S Trailers SB,"Georgia 31419, USA",0.07306985552019911,Parker's Kitchen,"5906 Ogeechee Rd, Savannah, GA 31419, USA",0.07374412469518642,0
"Old St Augustine , 11533 Old St Augustine Rd , Jacksonville , FL , 32258",30.163302,-81.5997163,Gate Express Carwash,0.012296763567714093,"11533 Old St Augustine Rd, Jacksonville, FL 32258, USA",As You Like It Housekeeping Referral Agency,"11481 Old St Augustine Rd #202, Jacksonville, FL 32258, USA",0.023690050111509296,Growing Together Behavioral Center Mandarin,"4310 Barkoskie Rd, Jacksonville, FL 32258, USA",0.05777526317525428,Barkoskie Villas,"11479 Oakfield Ct, Jacksonville, FL 32258, USA",0.05836848939808505,Oakfeild,"11467 Oakfield Ct, Jacksonville, FL 32258, USA",0.059277946370842154,Ramadan Hammoud MD - Thyroid-Diabetes-Endocrine-Weight Loss,"11481 Old St Augustine Rd STE 303, Jacksonville, FL 32258, USA",0.06279697341678875,0
"Old Town , 2100 Central Ave SW , Albuquerque , NM , 87104",35.0948372,-106.6719013,Champion Xpress Carwash,0.018337841333265503,"2100 Central Ave SW, Albuquerque, NM 87104, USA",Walgreens Photo,"2105 Central Ave NW, Albuquerque, NM 87104, USA",0.05063271693637921,Sena's Beef Jerky,"2129 Central Ave NW, Albuquerque, NM 87104, USA",0.05124915152478847,Teriyaki Chicken Bowl,"2129 Central Ave NW, Albuquerque, NM 87104, USA",0.051808143983754065,Casa Pearla,"2116 Merritt Ave SW, Albuquerque, NM 87104, USA",0.0521926711870914,Rio,"Rio Grande Blvd NW #2, Albuquerque, NM 87104, USA",0.055293679651702496,0
"Ollie Wash Henderson , 2700 US Hwy. 41 N , Henderson , KY , 42420",37.8755239,-87.5672191,Ollie Wash Henderson,0.0,"2700 US-41, Henderson, KY 42420, USA",Baba Peer Chusmaji Inc,"2709 US-41, Henderson, KY 42420, USA",0.027147285426952116,Donut Bank,"2630 US-41 A, Henderson, KY 42420, USA",0.03831322471627368,Edward Jones,"2630 US-41 c, Henderson, KY 42420, USA",0.04085142010848454,"Edward Jones - Financial Advisor: William W Brunner, CFP®","2630 US-41 c, Henderson, KY 42420, USA",0.04330279720183049,Old National Bank ATM,"2630 US-41, Henderson, KY 42420, USA",0.04439161831845433,0
"Ollie Wash Owensboro , 3850 Frederica St , Owensboro , KY , 42301",37.7343692,-87.1206966,Ollie Wash,8.79030181977214e-13,"3850 Frederica St, Owensboro, KY 42301, USA",BenchMark Physical Therapy,"3800 Frederica St Ste 1A, Owensboro, KY 42301, USA",0.03875066288215078,Klutch Barber Co Frederica,"3800 Frederica St Ste 2, Owensboro, KY 42301, USA",0.04379252740306381,Marble Slab Creamery,"3800 Frederica St Space 1 Ste 1, Owensboro, KY 42301, USA",0.04405836544406701,Great American Cookies,"3800 Frederica St Space 1 Ste 1, Owensboro, KY 42301, USA",0.04405836544406701,Vass CDJR,"3900 Frederica St, Owensboro, KY 42301, USA",0.052139213803821395,0
"Orange City , 1310 S Volusia Ave , Orange City , FL , 32763",28.9337218,-81.2984532,LUV Car Wash,0.0034561098515069814,"1310 S Volusia Ave, Orange City, FL 32763, USA",Aspen Av. & Volusia SB,"Orange City, FL 32763, USA",0.042719706921249934,Star Struck Studio,"1280 S Volusia Ave, Orange City, FL 32763, USA",0.046485397616114414,The Window Shoppe,"1280 S Volusia Ave, Orange City, FL 32763, USA",0.046485397616114414,Laminate Flooring and More,"1280 S Volusia Ave B, Orange City, FL 32763, USA",0.04799006060751375,Igl. Pent. La Nva. Jerusalén,"148 S Industrial Dr, Orange City, FL 32763, USA",0.053822664699955024,0
"Orbit Car Wash , 1205 Old Peachtree Rd NW , Suwanee , GA , 30024",34.0031419,-84.083148,Orbit Car Wash,0.0,"1205 Old Peachtree Rd NW, Suwanee, GA 30024, USA",Hansel & Gretel Bakery Cafe,"1291 Old Peachtree Rd NW Suite 405, Suwanee, GA 30024, USA",0.0471475665935827,Ming Chiropractic and Acupuncture 명카이로한방병원,"1291 Old Peachtree Rd NW #423, Suwanee, GA 30024, USA",0.04969820817501762,So Gong Dong Tofu & BBQ 109,"1291 Old Peachtree Rd NW, Suwanee, GA 30024, USA",0.05136747688377723,Sushi Yuka: Roll & Pho,"1197 Old Peachtree Rd NW, Suwanee, GA 30024, USA",0.05383681506172,Big Bruce BBQ & Wings,"1197 Old Peachtree Rd NW # C, Suwanee, GA 30024, USA",0.056257835682995215,0
"Orca Express , 21406 WA-410 , Bonney Lake , WA , 98391",47.1671481,-122.143408,Orca Car Wash,0.0,"21406 WA-410, Bonney Lake, WA 98391, USA",Chevron,"21406 WA-410, Bonney Lake, WA 98391, USA",0.001730169439963804,ATM (Qwik Mart),"21406 WA-410, Bonney Lake, WA 98391, USA",0.018083607155301672,Les Schwab Tire Center,"9911 214th Ave E, Bonney Lake, WA 98391, USA",0.03829360138580656,United Rentals,"21514 WA-410, Bonney Lake, WA 98391, USA",0.04364662988209146,Verizon,"9807 214th Ave E, Bonney Lake, WA 98391, USA",0.05384482196156654,2
"Ottou0027s Express Car Wash , 34709 Emerald Coast Pkwy W , Destin , FL , 32541",30.3853478,-86.396756,COSMOWASH,0.18864717198621134,"4627 Opa-Locka Ln, Destin, FL 32541, USA",Red Eye Joes Carwash,"4627 Opa-Locka Ln, Destin, FL 32541, USA",0.0,Mobil,"4618 Opa-Locka Ln, Destin, FL 32541, USA",0.04120977566072754,Burritacos,"4618 Opa-Locka Ln, Destin, FL 32541, USA",0.04352180774944209,ATM (CMSI),"4618 Opa-Locka Ln, Destin, FL 32541, USA",0.04352180774944209,Exxon,"4618 Opa-Locka Ln, Destin, FL 32541, USA",0.044318620068059755,1
"Ottou0027s Freeport , 16485 US-331 South , Freeport , FL , 32439",30.485638,-86.122564,Otto's Express Car Wash,0.011523107028581695,"16485 US-331, Freeport, FL 32439, USA",Taco Bell,"16461 US-331, Freeport, FL 32439, USA",0.04267577373573698,"NorthStar Global, Inc.","16400 US Hwy 331S Suite B2 #290, Freeport, FL 32439, USA",0.06997188193526863,Los Rancheros.,"16469 US-331, Freeport, FL 32439, USA",0.08690568958330891,First Florida Bank,"16452 Hwy 331 South, 16452 US-331, Freeport, FL 32439, USA",0.0873447809671681,Renasant Bank,"16452 US-331, Freeport, FL 32439, USA",0.08736055665109914,0
"Ottou0027s Santa Rosa , 5148 US-98 , Santa Rosa Beach , FL , 32459",30.3749272,-86.2630245,Otto's Express Car Wash,0.031099445476783068,"5148 US-98 W, Santa Rosa Beach, FL 32459, USA",SoWal Barber Shop,"5008 US-98, Santa Rosa Beach, FL 32459, USA",0.05565067823790204,Sweet Southern Vapes and Botanicals,"5008 US-98 Suite 8, Santa Rosa Beach, FL 32459, USA",0.05728412167703422,Boo Boo Ball HQ,"5008 US 98 West, 5008 US-98 # 3-B, Santa Rosa Beach, FL 32459, USA",0.06160234670745392,Klean Wash,"Next to 98 BBQ, Drive-up Parking, 5008 US-98 Ste 7, Santa Rosa Beach, FL 32459, USA",0.07400927477421505,Panhandle House Wash,"25 Blenheim Ln, Santa Rosa Beach, FL 32459, USA",0.07511934858358199,0
"Ottumwa , 1941 Venture Dr , Ottumwa , IA , 52501",41.01523,-92.456148,Champion Xpress Carwash,0.028774399010714217,"1941 Venture Dr, Ottumwa, IA 52501, USA",T-Mobile,"1945 Venture Dr Suite 2, Ottumwa, IA 52501, USA",0.020762186127412673,Murphy USA,"1939 Venture Dr, Ottumwa, IA 52501, USA",0.02755802410255321,Coinstar,"Wal-Mart, 1940 Venture Dr, Ottumwa, IA 52501, USA",0.03775505197596698,Venture Dr. (Walmart),"Ottumwa, IA 52501, USA",0.06097585994819941,AT&T Store,"1899 Venture Dr, Ottumwa, IA 52501, USA",0.0866570756448421,0
"Oxford , 1826 US-78 , Oxford , AL , 36203",33.5957609,-85.8750204,Oxford Super Wash,0.21708178386054483,"1929 US-78, Oxford, AL 36203, USA",Express Oil Change Tire Engineers,"Oxford, AL 36203, USA",0.0056759956537198505,C-IT-ALL UAV,"136 Jason Dr, Oxford, AL 36203, USA",0.062203325589031334,"Farmers Home Furniture | Oxford, AL","1881 US-78, Oxford, AL 36203, USA",0.07917426811653065,City of Oxford Garage,"1 Public Works Dr, Oxford, AL 36203, USA",0.10571146941045764,Oxford Fire Department,"Public Works Dr, Oxford, AL 36203, USA",0.10571146941045764,0
"PASTIME AUTO WASH , 2610 OLIVE HIGHWAY , OROVILLE , CA , 95966",39.5053791,-121.5444403,Pastime Auto Wash Express,1.356457603951667e-12,"2610 Olive Hwy, Oroville, CA 95966, USA",Mike's Express Detailing,"2610 Olive Hwy Suite 2, Oroville, CA 95966, USA",0.004412140849680876,Three Hearts Veterinary Hospital,"2620 Olive Hwy, Oroville, CA 95966, USA",0.025599585219077094,Garrett's Back Home Barbecue,"2586 Olive Hwy, Oroville, CA 95966, USA",0.02547098483822802,A-1 Appliance,"2586 Olive Hwy, Oroville, CA 95966, USA",0.026003374577706462,Olive Hwy & Fay Way,"Oroville, CA 95966, USA",0.030803238174204627,0
"PAULu0027S HINGHAM CAR WASH , 25 Summer St , Hingham , MA , 2043",42.2455695,-70.882402,Hingham Car Wash,8.79030181977214e-13,"25 Summer St, Hingham, MA 02043, USA",Summer St from Water St to Cushing Way (FLAG),"Hingham, MA 02043, USA",0.013701990042268799,Mobil,"19 Summer St, Hingham, MA 02043, USA",0.02003766168016658,Summer St from Cushing Way to Water St (FLAG),"Hingham, MA 02043, USA",0.02734819440112045,Super Petroleum,"29 Summer St, Hingham, MA 02043, USA",0.03684140912759789,Gallery 360-BARE Cove,"30 Summer St, Hingham, MA 02043, USA",0.03857048984986882,0
"PECW , 8215 Old Seward Hwy , Anchorage , AK , 99518",61.1464097,-149.8626216,Sudzy Salmon Car Wash - South Anchorage,0.015585727095397281,"8215 Old Seward Hwy, Anchorage, AK 99518, USA",Pink Elephant Car Wash,"8215 Old Seward Hwy, Anchorage, AK 99518, USA",0.0,The Waterworks - Spa. Sauna. Swim. (Anchorage),"8201 Old Seward Hwy, Anchorage, AK 99518, USA",0.02141124509059883,Old Seward & 82nd Ave NNE,"Anchorage, AK 99518, USA",0.023698024241130718,Alaska Sauna Company,"8201 Old Seward Hwy, Anchorage, AK 99518, USA",0.022315674745803978,"""FORMERLY"" WIGGY'S ALASKA LLC","8225 Old Seward Hwy A, Anchorage, AK 99518, USA",0.031087056768368017,1
"PV Car Wash , 12621 N Paradise Village Pkwy W , Phoenix , AZ , 85032",33.6018693,-111.9881152,PV Car Wash,7.321470388286326e-13,"12621 N Paradise Village Pkwy W, Phoenix, AZ 85032, USA",Dutch Bros Coffee,"12629 N Paradise Village Pkwy W, Phoenix, AZ 85032, USA",0.02126742800091296,National Bitcoin ATM,"12621 N Paradise Village Pkwy W, Phoenix, AZ 85032, USA",0.024983205809220966,Honest-1 Auto Care,"12621 N Paradise Village Pkwy W, Phoenix, AZ 85032, USA",0.024983205809220966,76,"12621 N Paradise Village Pkwy W, Phoenix, AZ 85032, USA",0.04734468746958654,REI Bike Shop,"12634 N Paradise Village Pkwy W, Phoenix, AZ 85032, USA",0.06289159127862602,3
"Palatka , 812 FL-19 , Palatka , FL , 32177",29.6401112,-81.6772984,Caliber Car Wash,0.00046870208412399915,"812 FL-19, Palatka, FL 32177, USA",All That Jazz Dance Company LLC.,"902 S State Rd 19, Palatka, FL 32177, USA",0.037909408752155226,LV Nail & Spa,"902 S State Rd 19, Palatka, FL 32177, USA",0.037909408752155226,Niko's Pizza,"804 FL-19, Palatka, FL 32177, USA",0.04445648014790683,Verizon,"800 S State Rd 19, Palatka, FL 32177, USA",0.05397401883974371,Verizon Business Services,"800 S State Rd 19, Palatka, FL 32177, USA",0.05432492804785058,0
"Palm Ave , 1835 Palm Ave , San Diego , CA , 92154",32.5835872,-117.0942557,Car wash clean&shine,1.4813534369575124e-12,"1835 Palm Ave, San Diego, CA 92154, USA",Wash N' Go Express,"1835 Palm Ave, San Diego, CA 92154, USA",0.0,LUV Car Wash,"1835 Palm Ave, San Diego, CA 92154, USA",0.005438283753339245,Palm Av & Saturn Bl,"San Diego, CA 92154, USA",0.015015671759688782,EL ENCANTO SD,"1873 Palm Ave, San Diego, CA 92154, USA",0.029623915494953433,Farm Fresh Market,"1879 Palm Ave, San Diego, CA 92154, USA",0.041092706637134,2
"Palm Coast , 6030 Old Kings Rd S , Palm Coast , FL , 32137",29.4772142,-81.1809069,LUV Car Wash,0.004367704783452047,"6030 Old Kings Rd S, Palm Coast, FL 32137, USA",Gunnar Hildemann,"6030 Old Kings Rd S, Palm Coast, FL 32137, USA",0.0026479500302843987,McDonald's,"6030 State Rte 100, Flagler Beach, FL 32136, USA",0.052963671880080984,AMVETS Drop Box Only,"6030 E Moody Blvd, Flagler Beach, FL 32136, USA",0.05818030135496429,Mobil Mart,"6020 State Rte 100, Flagler Beach, FL 32136, USA",0.06261325962424263,Tire Outlet,"6085 Old Kings Rd S, Palm Coast, FL 32137, USA",0.06545145379753213,1
"Papa Bear Anderson , 3436 Clemson Blvd , Anderson , SC , 29621",34.5492812,-82.6731139,Papa Bear Car Wash,4.39515090988607e-13,"3436 Clemson Blvd, Anderson, SC 29621, USA",Smoothie King,"3434 Clemson Blvd, Anderson, SC 29621, USA",0.02239125195367264,Grady's Great Outdoors,"3440 Clemson Blvd, Anderson, SC 29621, USA",0.03287073106946127,Grady's Trading Post,"3440 Clemson Blvd, Anderson, SC 29621, USA",0.03698351845591883,Cook Out,"3432 Clemson Blvd, Anderson, SC 29621, USA",0.04414948685452388,Super 8 by Wyndham Anderson/Clemson Area,"3302 Cinema Ave, Anderson, SC 29621, USA",0.05483961137820525,0
"Papa Bear Anderson 2 , 1500 Pearman Dairy Rd , Anderson , SC , 29625",34.53198,-82.6963294,Papa Bear Car Wash,0.0,"1500 Pearman Dairy Rd, Anderson, SC 29625, USA",Farm Bureau Insurance,"1308 Whitehall Rd, Anderson, SC 29625, USA",0.02474354516822104,Electric City Vapor,"1480 Pearman Dairy Rd, Anderson, SC 29625, USA",0.06077843385956169,McDonald's,"1470 Pearman Dairy Rd, Anderson, SC 29625, USA",0.06341882997644617,alliance anderson,"1484 Pearman Dairy Rd, Anderson, SC 29625, USA",0.06475039657002543,Lounge Nails,"1490 - 1492 Pearman Dairy Rd, Anderson, SC 29625, USA",0.06745835378899864,0
"Papa Bear Easley , 5260 Calhoun Memorial Hwy , Easley , SC , 29640",34.8261114,-82.5618856,Papa Bear Car Wash,4.39515090988607e-13,"5260 Calhoun Memorial Hwy, Easley, SC 29640, USA",Carwash,"Easley, SC 29640, USA",0.013310342814835792,Dr. Jacobus,"5284 Calhoun Memorial Hwy, Easley, SC 29640, USA",0.025102642516239122,OJ's Diner,"5284 Calhoun Memorial Hwy, Easley, SC 29640, USA",0.025430600700021642,Trvera Williams,"5284 Calhoun Memorial Hwy SUITE L, Easley, SC 296403886, USA",0.029573432282246976,Embler Physical Therapy of Easley SC,"5284 Calhoun Memorial Hwy SUITE L, Easley, SC 29640, USA",0.029573432282246976,0
"Papa Bear Greenville , 2312 Wade Hampton Blvd , Greenville , SC , 29615",34.8895731,-82.3474777,Papa Bear Car Wash,0.0,"2312 Wade Hampton Blvd #1043, Greenville, SC 29615, USA",Maskell Thomas H MD,"2310 Wade Hampton Blvd Ste E2, Greenville, SC 29615, USA",0.03589736232232398,"Glenn T Brothers, DO","2310 Wade Hampton Blvd, Greenville, SC 29615, USA",0.036163461109290244,"Dr. Peter C. Ross, MD","2310 Wade Hampton Blvd Ste E2, Greenville, SC 29615, USA",0.036163461109290244,Exigent Wade Hampton: Owens Lynn M S MD,"2310 Wade Hampton Blvd Ste E2, Greenville, SC 29615, USA",0.03648451350728026,AFC Urgent Care Bon Secours – Wade Hampton,"2310 Wade Hampton Blvd, Greenville, SC 29615, USA",0.04260815061882564,0
"Paradise 2 , 4350 Austell Rd , Austell , GA , 30106",33.8474699,-84.6095148,Paradise Falls Car Wash Austell,0.004626262230122708,"4350 Austell Rd, Austell, GA 30106, USA",RaceTrac,"4414 Austell Rd, Austell, GA 30106, USA",0.07213771697959441,Austell Rd at Orange Grove Pl,"Mableton, GA 30106, USA",0.08759404669477977,Austell Rd at Elmwood Dr,"Mableton, GA 30106, USA",0.09090426557989803,Austell Rd + Elmwood Dr,"Mableton, GA 30106, USA",0.09562608340222047,Bruster's Real Ice Cream,"1845 Anderson Mill Rd, Austell, GA 30106, USA",0.09968377826840627,0
"Paradise Falls Carwash , 1122 Richard D Sailors Pkwy , Powder Springs , GA , 30127",33.8621251,-84.6719291,Paradise Falls Car Wash Powder Springs,0.0,"1122 Richard D Sailors Pkwy, Powder Springs, GA 30127, USA",Strickland Brothers 10 Minute Oil Change,"1118 Richard D Sailors Pkwy, Powder Springs, GA 30127, USA",0.02904482378510356,United Community,"1220 Richard D Sailors Pkwy, Powder Springs, GA 30127, USA",0.058091846836488,Powder Springs Police Department,"1114 Richard D Sailors Pkwy, Powder Springs, GA 30127, USA",0.07102737540537525,City Manager,"1114 Richard D Sailors Pkwy, Powder Springs, GA 30127, USA",0.07151146592287985,Silver Comet Trail - Linear Park Trailhead,"1220 Richard D Sailors Pkwy, Powder Springs, GA 30127, USA",0.08784052327778871,0
"Parker Street Lawrence , 69 Parker St , Lawrence , MA , 1843",42.6985116,-71.1596598,Haffner's Gas Station and Car Wash,0.0011757117276702438,"69 Parker St, Lawrence, MA 01843, USA",Haffner's Car Wash,"69 Parker St, Lawrence, MA 01843, USA",9.232999213682716e-05,Parker Street & Salem Street,"Lawrence, MA 01843, USA",0.030061670826329236,Aria Market,"66 Parker St, Lawrence, MA 01843, USA",0.03950700718524095,Heavyhitter Marketing,"54 Parker St, Lawrence, MA 01843, USA",0.04250426803542795,Lawrence Catholic Academy,"101 Parker St, Lawrence, MA 01843, USA",0.045592276888357416,1
"Passyunk Ave , 6319 W Passyunk Ave , Philadelphia , PA , 19153",39.9170781,-75.2172054,Car Wash,0.006648474346356578,"6319 Passyunk Ave, Philadelphia, PA 19153, USA",ATM,"6307 Passyunk Ave, Philadelphia, PA 19153, USA",0.025506666474206473,Venus Video Adult Superstore,"6307 Passyunk Ave, Philadelphia, PA 19153, USA",0.02551093878276167,Passyunk Av & 63rd St - FS,"Philadelphia, PA 19153, USA",0.037136248752636825,63rd St & Passyunk Av - 2,"Philadelphia, PA 19153, USA",0.04694247616875312,Savage Auto Recycling,"3221 S 63rd St, Philadelphia, PA 19153, USA",0.05038697588792038,0
"Patu0027s NU Star - Winter Haven , 619 Cypress Gardens Blvd , Winter Haven , FL , 33880",28.0044428,-81.7177581,Pat’s Nustar Car Wash,0.0,"619 Cypress Gardens Blvd, Winter Haven, FL 33880, USA",Cypr Grdns Blvd & 6th St SE,"Winter Haven, FL 33880, USA",0.023736071435944348,SolarColorDust.com,"621 Cypress Gardens Blvd, Winter Haven, FL 33880, USA",0.024756668741974974,The Vitamin Shoppe,"601 Cypress Gardens Blvd SE, Winter Haven, FL 33880, USA",0.0306243803295629,Duke's Brewhouse,"1708 6th St SE, Winter Haven, FL 33880, USA",0.03543903667597237,Multi Wholesale INC,"615 Ave Q SE, Winter Haven, FL 33880, USA",0.045236466724548924,0
"Patriot Petroleum , 2340 W Main Rd , Portsmouth , RI , 2871",41.5598096,-71.2865645,Patriot Petrol Car Wash,0.02567567287041214,"2340 W Main Rd, Portsmouth, RI 02871, USA",Blue rhino,"2340 W Main Rd, Portsmouth, RI 02871, USA",0.019334728060452607,Marco's Subs,"2340 RI-114, Portsmouth, RI 02871, USA",0.02066286948622906,Patriot Petroleum,"2340 W Main Rd, Portsmouth, RI 02871, USA",0.02567567287041214,New England Homemade Donuts,"2340 W Main Rd, Portsmouth, RI 02871, USA",0.029525619509791007,Automatic Vending Division of Newport Music Co,"849 Union St, Portsmouth, RI 02871, USA",0.07574903376123855,3
"Peachy Clean , 1301 US-31 , Clanton , AL , 35045",32.8194376,-86.6104121,Peachy Clean Car Wash,7.387218285208145e-13,"1301 7th St S, Clanton, AL 35045, USA",Clanton Internal Medicine | Dr. Ajay Patel/Dr.Cherrie Herrera,"1320 Woodfin Ln, Clanton, AL 35045, USA",0.037129621470742315,True Dermatology - Clanton,"1320 Woodfin Ln, Clanton, AL 35045, USA",0.04043190383258318,Baptist Shelby Specialty Svs,"1320 Woodfin Ln, Clanton, AL 35045, USA",0.04058513762093097,"LeighAnn Aloia, RN CRNP","1320 Woodfin Ln, Clanton, AL 35045, USA",0.0434860831209074,"Dr. James L. Head, MD","1320 Woodfin Ln, Clanton, AL 35045, USA",0.0434860831209074,0
"Pebble Hills , 14506 Pebble Hills Blvd , El Paso , TX , 79938",31.7820161,-106.2154935,Champion Xpress Carwash,0.039521828096620595,"14506 Pebble Hills Blvd, El Paso, TX 79938, USA",Sonic Drive-In,"14510 Pebble Hills Blvd, El Paso, TX 79938, USA",0.03045679237217593,Lyft GYm 247,"2720 John Hayes St, El Paso, TX 79938, USA",0.0363902050823702,K & R Coffee House,"2720 John Hayes St, El Paso, TX 79938, USA",0.04235714950663095,Little Caesars Pizza,"2720 John Hayes St, El Paso, TX 79938, USA",0.0431775189203811,West Texas Driving Academy,"2720 John Hayes St, El Paso, TX 79938, USA",0.044406817310493577,0
"Pelican Auto Wash , 11370 US-1 , North Palm Beach , FL , 33408",26.8428641,-80.0612632,Pelican Car Wash & Detailing Facility,0.0,"11370 US-1, North Palm Beach, FL 33408, USA",The Daily Grind Coffee,"11370 US-1, North Palm Beach, FL 33408, USA",0.0,Lawren Michele,"11350 US-1, North Palm Beach, FL 33408, USA",0.003537786275790011,Fifth Third Securities - Craig Brown,"11364 US-1, Palm Beach Gardens, FL 33408, USA",0.023900915979225983,Oakbrook Cleaners | North Palm Beach,"11402 US-1, Palm Beach Gardens, FL 33408, USA",0.03163266040299581,Fifth Third Bank & ATM,"11364 US-1, North Palm Beach, FL 33408, USA",0.03115531043361196,1
"Pelican Car Wash , 13020 US-1 , Sebastian , FL , 32958",27.8321463,-80.4806875,Pelican Express Car Wash,2.197575454943035e-13,"13020 US-1, Sebastian, FL 32958, USA","Dr. Nicola N. Ally, MD","13050 US-1, Sebastian, FL 32958, USA",0.02392286835290978,Diagnostic And Clinical Care Svs,"13050 US-1, Sebastian, FL 32958, USA",0.02392286835290978,Vantage Oncology Affiliated Centers,"13050 US-1, Sebastian, FL 32958, USA",0.02392286835290978,Dr. Fe Pancito,"13050 US-1, Sebastian, FL 32958, USA",0.025115395041736828,Holasek Maureen C MD,"13050 US-1, Sebastian, FL 32958, USA",0.0251413288774198,0
"Pennsauken , 5201 NJ-70 , Pennsauken Township , NJ , 8109",39.9336595,-75.0672301,Mach-1 Express Wash Pennsauken,0.020838693660283337,"5201 Marlton Pike W, Pennsauken, NJ 08109, USA",Benihana,"5255 Marlton Tpke, Pennsauken, NJ 08109, USA",0.033242080729557213,Us Gas,"5252 Marlton Pike W, Pennsauken, NJ 08109, USA",0.05162931980234121,Sunoco,"5252 Marlton Pike W, Pennsauken, NJ 08109, USA",0.05237834489412371,Nj 70 at Mcclellan Ave,"Pennsauken, NJ 08109, USA",0.05791620080270015,NJ 70 at McClellan Ave,"Pennsauken, NJ 08109, USA",0.06731788222828598,0
"Pensacola - Navy , 516 N Navy Blvd , Pensacola , FL , 32507",30.3964276,-87.2768434,Express Wash,0.0966784489338357,"641 N Navy Blvd, Pensacola, FL 32507, USA",Hi-Tech Car Wash & Oil Change,"505 N Navy Blvd, Pensacola, FL 32507, USA",0.026907114282876215,Jersey Mike's Subs,"503 N Navy Blvd D, Pensacola, FL 32507, USA",0.03771533308763987,Mind Your Beeswax Waxing Center,"503 N Navy Blvd Unit B, Pensacola, FL 32507, USA",0.04043142786310701,Marco's Pizza,"503 N Navy Blvd Ste. A, Pensacola, FL 32507, USA",0.04043142786310701,Legal Leaf,"503 N Navy Blvd C, Pensacola, FL 32507, USA",0.04043142786310701,0
"Peoria Ave , 7420 W Peoria Ave , Peoria , AZ , 85345",33.5818711,-112.2187691,Elephant Car Wash,0.0027587078978993027,"7420 W Peoria Ave, Peoria, AZ 85345, USA",Car Wash,"7428 W Peoria Ave, Peoria, AZ 85345, USA",0.015413197612309337,Suncrest Mini Storage - Peoria,"7410 W Peoria Ave, Peoria, AZ 85345, USA",0.03214861243836736,Crab Mania,"7440 W Peoria Ave, Peoria, AZ 85345, USA",0.03408539786082544,Pep Boys,"7440 W Peoria Ave, Peoria, AZ 85345, USA",0.03455882699119233,Arise Dental - Your Local Peoria Dentist,"7425 W Peoria Ave Ste 101, Peoria, AZ 85345, USA",0.06522392661046646,0
