original_address,competitors_count,competitor_1_distance_miles,competitor_1_google_rating,competitor_1_google_user_rating_count,competitor_2_distance_miles,competitor_2_google_rating,competitor_2_google_user_rating_count,competitor_3_distance_miles,competitor_3_google_rating,competitor_3_google_user_rating_count,competitor_4_distance_miles,competitor_4_google_rating,competitor_4_google_user_rating_count,competitor_5_distance_miles,competitor_5_google_rating,competitor_5_google_user_rating_count,competitor_6_distance_miles,competitor_6_google_rating,competitor_6_google_user_rating_count
"Mountain Express #2 , 821 Shepherd St , Hendersonville , NC , 28792",2,0.753623887101345,3.7,3,0.934179353056605,3.7,242,,,,,,,,,,,,
"Moyka 441 , 1955 S State Rd 7 , Davie , FL , 33317",0,,,,,,,,,,,,,,,,,,
"Mr Clean Adairsville , 18 Commerce Pkwy , Adairsville , GA , 30103",0,,,,,,,,,,,,,,,,,,
"Mr Clean Blairsville , 262 GA-515 , Blairsville , GA , 30512",1,0.417427409010463,4.3,245,,,,,,,,,,,,,,,
"Mr Clean Canton , 220 Riverstone Pkwy , Canton , GA , 30114",2,0.380480019495274,4,658,0.511028135422659,4.5,10,,,,,,,,,,,,
"Mr Clean Cumming , 3320 Buford Hwy , Cumming , GA , 30041",0,,,,,,,,,,,,,,,,,,
"Mr Clean Dahlonega , 45 Morrison Moore Pkwy W , Dahlonega , GA , 30533",1,0.699218459148091,4.7,154,,,,,,,,,,,,,,,
"Mr Clean DeBary , 215 N Charles Richard Beall Blvd , DeBary , FL , 32713",0,,,,,,,,,,,,,,,,,,
"Mr Clean Duluth , 988 Duluth Hwy #120 , Lawrenceville , GA , 30043",1,0.527804706773454,4.5,103,,,,,,,,,,,,,,,
"Mr Clean Holcomb , 2904 Holcomb Bridge Rd , Alpharetta , GA , 30022",0,,,,,,,,,,,,,,,,,,
"Mr Clean Jimmy Carter , 4175 Jimmy Carter Blvd , Norcross , GA , 30093",1,0.710004489103888,4.1,80,,,,,,,,,,,,,,,
"Mr Clean Leesburg , 1396 W N Blvd , Leesburg , FL , 34748",0,,,,,,,,,,,,,,,,,,
"Mr Clean Loganville , 4840 Atlanta Hwy , Loganville , GA , 30052",1,0.860775333379596,4.1,157,,,,,,,,,,,,,,,
"Mr Clean Ocala , 3020 S Pine Ave , Ocala , FL , 34471",0,,,,,,,,,,,,,,,,,,
"Mr Clean Orange Park , 890 Blanding Blvd , Orange Park , FL , 32065",3,0.101575213537291,4.3,128,0.323783754649244,4.8,57,0.705746458508075,4.7,137,,,,,,,,,
"Mr Clean Oxford , 11822 US-301 , Oxford , FL , 34484",0,,,,,,,,,,,,,,,,,,
"Mr Clean Pleasant Hill , 1382 Pleasant Hill Rd , Lawrenceville , GA , 30044",0,,,,,,,,,,,,,,,,,,
"Mr Clean Shallowford , 3950 Shallowford Rd , Marietta , GA , 30062",0,,,,,,,,,,,,,,,,,,
"Mr Clean Sharpsburg , 18 Bailey Station Dr , Sharpsburg , GA , 30277",0,,,,,,,,,,,,,,,,,,
"Mr D Car Wash , 525 E Sumner St , Hartford , WI , 53027",0,,,,,,,,,,,,,,,,,,
"Mr. Bu0027s Car Wash - Sumiton , 878 Hwy 78 , Sumiton , AL , 35148",0,,,,,,,,,,,,,,,,,,
"Mr. Suds Car Wash , 989 Sunrise Hwy , Bay Shore , NY , 11706",2,0.0641442291432353,3.6,8,0.935349575787621,3.4,5,,,,,,,,,,,,
"My Wash , 3804 S Western , Marion , IN , 46953",2,0.377649508015356,4.2,339,0.926586907358292,3,2,,,,,,,,,,,,
"NCGOL_N.Berkeley , 508 N Berkeley Blvd , Goldsboro , NC , 27534",3,0.351361606662514,3.9,215,0.650219929130373,3.9,144,0.800244888406783,3.9,171,,,,,,,,,
"NCHOL_GrandHill , 301 Grand Hill Pl , Holly Springs , NC , 27540",0,,,,,,,,,,,,,,,,,,
"Naples Car Wash , 10101 Tamiami Trail N , Naples , FL , 34108",0,,,,,,,,,,,,,,,,,,
"Nellis , 421 N Nellis Blvd , Las Vegas , NV , 89110",0,,,,,,,,,,,,,,,,,,
"Neptune Beach , 835 Atlantic Blvd , Atlantic Beach , FL , 32233",1,0.801995750458751,4.8,435,,,,,,,,,,,,,,,
"New Day Car Wash , 4740 Cahaba River Rd , Birmingham , AL , 35243",0,,,,,,,,,,,,,,,,,,
"New Shackle Island , 271 New Shackle Island Rd , Hendersonville , TN , 37075",0,,,,,,,,,,,,,,,,,,
"Newport Auto Spa , 1461 Superior Ave , Newport Beach , CA , 92663",0,,,,,,,,,,,,,,,,,,
"Nocatee , 2545 Palm Vly Rd , Ponte Vedra Beach , FL , 32081",0,,,,,,,,,,,,,,,,,,
"Norco Auto Spa , 996 Mountain Ave , Norco , CA , 92860",7,0.0214547194770196,3.4,13,0.193885887275131,3,2,0.194419220626642,4,189,0.214929183538305,4.8,1705,0.219391543888247,3,6,0.548914165859073,4.2,173
"North Deland , 104 E International Speedway Blvd , DeLand , FL , 32724",2,0.000501198591395723,4.4,951,0.61689699145275,4.9,1754,,,,,,,,,,,,
"North Lauderdale , 1250 S State Rd 7 , North Lauderdale , FL , 33068",3,0.523672220968359,4.9,1862,0.565800875028901,4.2,50,0.573783145901712,5,1,,,,,,,,,
"North Lauderdale , 1821 S State Rd 7 , North Lauderdale , FL , 33068",3,0.0467840451693814,4.2,50,0.0553991297762374,5,1,0.520049985891947,4.6,1865,,,,,,,,,
"North Little Rock - JFK BLVD , 5116 JFK BLVD , NORTH LITTLE ROCK , AR , 72116",0,,,,,,,,,,,,,,,,,,
"North Port CW , 14164 Tamiami Trail , North Port , FL , 34287",0,,,,,,,,,,,,,,,,,,
"OBXpress , 4011 N Croatan Hwy , Kitty Hawk , NC , 27949",0,,,,,,,,,,,,,,,,,,
"OCTOPUS CAR WASH , 1050 W Beta St , Green Valley , AZ , 85614",0,,,,,,,,,,,,,,,,,,
"Oakleaf , 8215 Old Middleburg Rd S , Jacksonville , FL , 32222",1,0.374388865636078,3.1,7,,,,,,,,,,,,,,,
"Oasis Auto Spa , 5001 Collin McKinney Pkwy , McKinney , TX , 75070",2,0.0163136815069797,,,0.692554876319278,4.8,1466,,,,,,,,,,,,
"Ocala -Silver Springs , 4956 E Silver Springs Blvd , Ocala , FL , 34470",0,,,,,,,,,,,,,,,,,,
"Ocala Pine Ave , 815 S Pine Ave , Ocala , FL , 34471",0,,,,,,,,,,,,,,,,,,
"Ocean Express , 9640 Federal Blvd , Federal Heights , CO , 80260",5,0.370968409134319,3.7,81,0.60556570883531,3.4,10,0.783795297645365,4,1,0.911542571439578,2,1,0.915564636525047,3,2,,,
"Ocean State Car Wash , 2313 Post Rd , Warwick , RI , 2886",0,,,,,,,,,,,,,,,,,,
"Octopus Express , 510 W State Rd 434 , Winter Springs , FL , 32708",0,,,,,,,,,,,,,,,,,,
"Ogeechee , 5909 Ogeechee Rd , Savannah , GA , 31419",0,,,,,,,,,,,,,,,,,,
"Old St Augustine , 11533 Old St Augustine Rd , Jacksonville , FL , 32258",0,,,,,,,,,,,,,,,,,,
"Old Town , 2100 Central Ave SW , Albuquerque , NM , 87104",0,,,,,,,,,,,,,,,,,,
"Ollie Wash Henderson , 2700 US Hwy. 41 N , Henderson , KY , 42420",1,0.889977120842434,3.5,52,,,,,,,,,,,,,,,
"Ollie Wash Owensboro , 3850 Frederica St , Owensboro , KY , 42301",1,0.712029844691448,4.9,238,,,,,,,,,,,,,,,
"Orange City , 1310 S Volusia Ave , Orange City , FL , 32763",1,0.0965128730179209,,,,,,,,,,,,,,,,,
"Orbit Car Wash , 1205 Old Peachtree Rd NW , Suwanee , GA , 30024",1,0.62921327252177,2.7,40,,,,,,,,,,,,,,,
"Orca Express , 21406 WA-410 , Bonney Lake , WA , 98391",3,0.0179598389609353,,,0.479645986976931,3.5,27,0.48010078610216,2.7,26,,,,,,,,,
"Ottou0027s Express Car Wash , 34709 Emerald Coast Pkwy W , Destin , FL , 32541",2,0.188647171986211,4,13,0.586239322607469,3.8,378,,,,,,,,,,,,
"Ottou0027s Freeport , 16485 US-331 South , Freeport , FL , 32439",0,,,,,,,,,,,,,,,,,,
"Ottou0027s Santa Rosa , 5148 US-98 , Santa Rosa Beach , FL , 32459",1,0.572123450950765,4.3,38,,,,,,,,,,,,,,,
"Ottumwa , 1941 Venture Dr , Ottumwa , IA , 52501",2,0.932082239508056,4.1,71,0.939750718942675,1.5,2,,,,,,,,,,,,
"Oxford , 1826 US-78 , Oxford , AL , 36203",0,,,,,,,,,,,,,,,,,,
"PASTIME AUTO WASH , 2610 OLIVE HIGHWAY , OROVILLE , CA , 95966",0,,,,,,,,,,,,,,,,,,
"PAULu0027S HINGHAM CAR WASH , 25 Summer St , Hingham , MA , 2043",0,,,,,,,,,,,,,,,,,,
"PECW , 8215 Old Seward Hwy , Anchorage , AK , 99518",4,0.0155857270953973,4.4,437,0.666629402250103,4.3,152,0.771471481060647,3.8,13,0.972284003183225,3.1,143,,,,,,
"PV Car Wash , 12621 N Paradise Village Pkwy W , Phoenix , AZ , 85032",1,0.523799773826902,3.8,724,,,,,,,,,,,,,,,
"Palatka , 812 FL-19 , Palatka , FL , 32177",1,0.54550871721469,4.1,395,,,,,,,,,,,,,,,
"Palm Ave , 1835 Palm Ave , San Diego , CA , 92154",7,1.48135343695751E-12,4.3,161,0.00543828375475065,4.4,1366,0.0668501160665426,3.8,66,0.606550395758547,4.7,2023,0.860265158566333,4.2,91,0.966298958299627,4.7,391
"Palm Coast , 6030 Old Kings Rd S , Palm Coast , FL , 32137",0,,,,,,,,,,,,,,,,,,
"Papa Bear Anderson , 3436 Clemson Blvd , Anderson , SC , 29621",0,,,,,,,,,,,,,,,,,,
"Papa Bear Anderson 2 , 1500 Pearman Dairy Rd , Anderson , SC , 29625",1,0.66199841718912,3.9,161,,,,,,,,,,,,,,,
"Papa Bear Easley , 5260 Calhoun Memorial Hwy , Easley , SC , 29640",3,0.0133103428152647,,,0.13577971434634,4.4,62,0.783019641670521,2.6,48,,,,,,,,,
"Papa Bear Greenville , 2312 Wade Hampton Blvd , Greenville , SC , 29615",0,,,,,,,,,,,,,,,,,,
"Paradise 2 , 4350 Austell Rd , Austell , GA , 30106",0,,,,,,,,,,,,,,,,,,
"Paradise Falls Carwash , 1122 Richard D Sailors Pkwy , Powder Springs , GA , 30127",0,,,,,,,,,,,,,,,,,,
"Parker Street Lawrence , 69 Parker St , Lawrence , MA , 1843",4,0.00125431922743203,1,1,0.657031010230144,4.2,153,0.909676157888928,1,1,0.997649615975618,4.2,116,,,,,,
"Passyunk Ave , 6319 W Passyunk Ave , Philadelphia , PA , 19153",0,,,,,,,,,,,,,,,,,,
"Patu0027s NU Star - Winter Haven , 619 Cypress Gardens Blvd , Winter Haven , FL , 33880",1,0.872826655370929,4.2,135,,,,,,,,,,,,,,,
"Patriot Petroleum , 2340 W Main Rd , Portsmouth , RI , 2871",0,,,,,,,,,,,,,,,,,,
"Peachy Clean , 1301 US-31 , Clanton , AL , 35045",0,,,,,,,,,,,,,,,,,,
"Pebble Hills , 14506 Pebble Hills Blvd , El Paso , TX , 79938",0,,,,,,,,,,,,,,,,,,
"Pelican Auto Wash , 11370 US-1 , North Palm Beach , FL , 33408",0,,,,,,,,,,,,,,,,,,
"Pelican Car Wash , 13020 US-1 , Sebastian , FL , 32958",0,,,,,,,,,,,,,,,,,,
"Pennsauken , 5201 NJ-70 , Pennsauken Township , NJ , 8109",1,0.937741794908517,4,503,,,,,,,,,,,,,,,
"Pensacola - Navy , 516 N Navy Blvd , Pensacola , FL , 32507",1,0.112971038588593,4.8,1462,,,,,,,,,,,,,,,
"Peoria Ave , 7420 W Peoria Ave , Peoria , AZ , 85345",2,0.0126657339489139,4,53,0.827094533125191,4.7,342,,,,,,,,,,,,
"Peppyu0027s Car Wash , 101 W University Pkwy , Jackson , TN , 38305",0,,,,,,,,,,,,,,,,,,
"Peppyu0027s Car Wash Union City , 1315 Old Troy Rd , Union City , TN , 38261",1,0.0129417108821651,,,,,,,,,,,,,,,,,
"Phenix City , 3709 US-431 , Phenix City , AL , 36867",0,,,,,,,,,,,,,,,,,,
"Pirates Cove Goldsboro , 110 Mollie Drive , Goldsboro , NC , 27534",1,0.482715797804337,4.7,10,,,,,,,,,,,,,,,
"Plaistow Road Haverhill , 73 Plaistow Rd , Haverhill , MA , 1830",1,0.00120227953159527,3.9,155,,,,,,,,,,,,,,,
"Plantation Island , 1430 Plantation Island Dr S , St. Augustine , FL , 32080",0,,,,,,,,,,,,,,,,,,
"Platinum Auto Spa , 2303 6th Ave SE , Aberdeen , SD , 57401",0,,,,,,,,,,,,,,,,,,
"Pleasant Valley Street Methuen , 96 Pleasant Valley St , Methuen , MA , 1844",0,,,,,,,,,,,,,,,,,,
"Polished Peach Car Wash , 1490 Towne Lake Pkwy , Woodstock , GA , 30189",1,0.930481862313137,4.2,385,,,,,,,,,,,,,,,
"Ponte Vedra , 280 A1A N , Ponte Vedra Beach , FL , 32082",0,,,,,,,,,,,,,,,,,,
"Pooler , 420 Pooler Pkwy , Pooler , GA , 31322",1,0.506079510299702,4.1,627,,,,,,,,,,,,,,,
"Port Richey , 11909 US 19 , Port Richey , FL , 34668",1,0.698691819883603,4.2,624,,,,,,,,,,,,,,,
"Precision Xpress CarWash , 2106 S Main St , Lindale , TX , 75771",0,,,,,,,,,,,,,,,,,,
"Presidential Car Wash #1 , 2858 Treaschwig Rd , Houston , TX , 77073",1,0.287368729898974,5,1702,,,,,,,,,,,,,,,
"Presidential Car Wash #2 , 12111 Cypress North Houston Rd , Cypress , TX , 77429",0,,,,,,,,,,,,,,,,,,
"Prestige Auto Spa , 15180 Biscayne Blvd , North Miami Beach , FL , 33160",0,,,,,,,,,,,,,,,,,,
"Prestige Car Wash , 10004 Brownsboro Rd , Louisville , KY , 40241",0,,,,,,,,,,,,,,,,,,
"Presto Car Wash , 1356 GA-138 , Conyers , GA , 30013",1,0.516017726477344,,,,,,,,,,,,,,,,,
"Pristine Car Wash , 1989 N Wickham Rd , Melbourne , FL , 32935",2,0.403854512543403,4.6,293,1.00081961652688,,,,,,,,,,,,,,
"Pueblo , 2323 W Pueblo Blvd , Pueblo , CO , 81004",1,0.981742213115141,5,1,,,,,,,,,,,,,,,
"Pure Car Wash , 330 Anna Dr , McComb , MS , 39648",0,,,,,,,,,,,,,,,,,,
"QUICK AND CLEAN CAR WASH , 2544 S Broadway , Santa Maria , CA , 93454",2,0.865552109818478,3.8,204,0.888786498508521,4.2,75,,,,,,,,,,,,
"Quick Jet Car Wash , 1217 Dolly Parton Pkwy , Sevierville , TN , 37862",0,,,,,,,,,,,,,,,,,,
"Quick n Clean Kenosha , 470 E Kenosha St , Broken Arrow , OK , 74012",2,0.318565243473533,,,0.536970791363556,4.8,71,,,,,,,,,,,,
"QuikWash Encino , 17432 Ventura Blvd , Los Angeles , CA , 91316",1,0.854463745540524,3.9,12,,,,,,,,,,,,,,,
"Ru0026R SUPERIOR BELLFORT CARWASH , 4825 Bellfort St , Houston , TX , 77033",0,,,,,,,,,,,,,,,,,,
"RACCOON EXPRESS CW , 495 Lafayette Rd , Seabrook , NH , 3874",1,0.970061738406087,4.1,70,,,,,,,,,,,,,,,
"RAINDANCER OF GLENVILLE , 172 Freemans Bridge Rd , Schenectady , NY , 12302",0,,,,,,,,,,,,,,,,,,
"RED ROCKET CAR WASH #1 , 47 Golfview Dr NE , Arab , AL , 35016",0,,,,,,,,,,,,,,,,,,
"RED ROCKET CAR WASH #2 , 2110 Redstone Rd SW , Huntsville , AL , 35803",2,0.262874366466323,4.6,349,0.767316706107142,4.3,83,,,,,,,,,,,,
"RIVERHEAD TOYOTA CAR WASH , 1655 County Rd 58 , Riverhead , NY , 11901",0,,,,,,,,,,,,,,,,,,
"ROCK u0026 ROLL CW , 8320 W Judge Perez Dr , Chalmette , LA , 70043",1,0.315103602509535,4.4,231,,,,,,,,,,,,,,,
"RUSSELL SPEEDERS 2 , 311 W Main St , Stamford , CT , 6902",0,,,,,,,,,,,,,,,,,,
"RUSSELL SPEEDERS AVON , 265 W Main St , Avon , CT , 6001",1,0.89668787000037,4.3,183,,,,,,,,,,,,,,,
"Radiant Apollo Beach , 6576 US Hwy 41 , Apollo Beach , FL , 33572",0,,,,,,,,,,,,,,,,,,
"Radiant Auburndale , 2049 US-92 , Auburndale , FL , 33823",0,,,,,,,,,,,,,,,,,,
"Radiant Habana , 2610 W Hillsborough Ave , Tampa , FL , 33614",2,0.134880918231469,1,1,0.285753070028196,3.8,543,,,,,,,,,,,,
"Radiant Land Ou0027 Lakes , 4230 Land Ou0027 Lakes Blvd , Land Ou0027 Lakes , FL , 34639",0,,,,,,,,,,,,,,,,,,
"Radiant Poinciana , 925 Cypress Pkwy , Kissimmee , FL , 34759",0,,,,,,,,,,,,,,,,,,
"Radiant Spring Hill , 7104 Mariner Blvd , Spring Hill , FL , 34609",2,0.625381345194441,4.9,579,0.805697259785198,4.4,1615,,,,,,,,,,,,
"Radiant Zephyrhills , 7575 Gall Blvd , Zephyrhills , FL , 33541",0,,,,,,,,,,,,,,,,,,
"Rainbow , 7427 S Rainbow Blvd , Las Vegas , NV , 89113",3,0.825550586729335,3.1,15,0.839311206874441,3.7,60,0.925603018185859,1.4,17,,,,,,,,,
"Rancho Bernardo , 16757 Bernardo Center Dr , San Diego , CA , 92128",1,0.583701407048909,4.7,1090,,,,,,,,,,,,,,,
"Regina Auto Bath LLC , 115-05 BEACH CHANNEL DR , ROCKAWAY PARK , NY , 11694",0,,,,,,,,,,,,,,,,,,
"Rev Express , 509 S Pleasantburg Dr , Greenville , SC , 29607",1,0.138261840126459,2.9,33,,,,,,,,,,,,,,,
"Richmond Hill 1 , 8990 Ford Ave , Richmond Hill , GA , 31324",0,,,,,,,,,,,,,,,,,,
"Richmond Hill 2 , 1792 US-17 , Richmond Hill , GA , 31324",1,0.133636036381835,3.6,183,,,,,,,,,,,,,,,
"Ride Thru , 8016 Slauson Ave , Montebello , CA , 90640",1,0.642472074486888,3,4,,,,,,,,,,,,,,,
"Rinse My Ride Cactus , 3510 W Cactus Rd , Phoenix , AZ , 85029",6,0.00153946604854041,4.6,65,0.00674695307577973,5,1,0.0135575089927746,5,2,0.929378441772732,4,914,0.933240356898921,3.6,17,0.988146930597607,,
"Rinse My Ride Glendale , 5515 N 59th Ave , Glendale , AZ , 85301",0,,,,,,,,,,,,,,,,,,
"Rinse My Ride Union Hills , 515 E Union Hills Dr , Phoenix , AZ , 85024",0,,,,,,,,,,,,,,,,,,
"Rio Rancho , 1890 Abrazo Rd NE , Rio Rancho , NM , 87124",0,,,,,,,,,,,,,,,,,,
"Rio Rancho North , 507 NM-528 NE , Rio Rancho , NM , 87144",0,,,,,,,,,,,,,,,,,,
"Riptide Dallas , 1001 Dallas Cherryville Hwy , Dallas , NC , 28034",4,0.00465163613496069,3,9,0.00541871160561852,4.2,92,0.254323934963665,3.4,69,0.322107901659866,3.6,22,,,,,,
"Riptide Durham , 3639 Durham-Chapel Hill Blvd , Durham , NC , 27707",0,,,,,,,,,,,,,,,,,,
"Riptide Gastonia , 3711 E Franklin Blvd , Gastonia , NC , 28056",0,,,,,,,,,,,,,,,,,,
"Riptide Morehead City , 3004 Arendell St , Morehead City , NC , 28557",0,,,,,,,,,,,,,,,,,,
"Riptide Neuse , 13150 Falls of Neuse Rd , Raleigh , NC , 27614",0,,,,,,,,,,,,,,,,,,
"Riptide Northridge , 7110 Sandy Forks Rd , Raleigh , NC , 27615",0,,,,,,,,,,,,,,,,,,
"Riptide Portsmouth , 3335 Victory Blvd , Portsmouth , VA , 23701",0,,,,,,,,,,,,,,,,,,
"Riptide Richmond , 3025 Mechanicsville Turnpike , Richmond , VA , 23223",0,,,,,,,,,,,,,,,,,,
"Riptide Shallotte , 4447 Main St , Shallotte , NC , 28470",0,,,,,,,,,,,,,,,,,,
"Riptide Spring Lake , 1101 N Bragg Blvd , Spring Lake , NC , 28390",2,0.54762828303041,,,0.794698452018428,3.9,28,,,,,,,,,,,,
"Riverside Ionia , 1370 S State Rd , Ionia , MI , 48846",0,,,,,,,,,,,,,,,,,,
"Riverside Lowell , 1941 W Main St , Lowell , MI , 49331",0,,,,,,,,,,,,,,,,,,
"Road Runner Express #2 , 101 Market Center Way , Daleville , VA , 24083",1,0.516553094689688,3.9,176,,,,,,,,,,,,,,,
"Road Runner Express , 7816 Timberlake Rd , Lynchburg , VA , 24502",1,0.371664868417996,4.4,432,,,,,,,,,,,,,,,
"Roadrunner Express Menomonee Falls , N88W15382 Main St , Menomonee Falls , WI , 53051",0,,,,,,,,,,,,,,,,,,
"Roadrunner Express Mukwonago , 811 S Rochester St , Mukwonago , WI , 53149",1,0.249188755086856,3.8,26,,,,,,,,,,,,,,,
"Roadrunner Express New Berlin , 5275 S Moorland Rd , New Berlin , WI , 53151",1,0.245470400183808,4.5,204,,,,,,,,,,,,,,,
"Rock N Roll Jupiter , 6751 W Indiantown Rd , Jupiter , FL , 33458",0,,,,,,,,,,,,,,,,,,
"Rock N Roll Stuart , 1615 SE Decker Ave , Stuart , FL , 34994",2,0.558928270121281,3.8,210,0.846905125519446,4.7,1429,,,,,,,,,,,,
"Rocket Wash Chapel Hill , 1207 M.L.K. Jr Blvd , Chapel Hill , NC , 27514",0,,,,,,,,,,,,,,,,,,
"Rocket Wash Foothills , 3985 US-421 , Wilkesboro , NC , 28697",0,,,,,,,,,,,,,,,,,,
"Rocket Wash Goldsboro 2 , 2115 Wayne Memorial Dr , Goldsboro , NC , 27534",1,0.371069452244515,2.3,6,,,,,,,,,,,,,,,
"Rocket Wash Mebane , 211 Fieldale Rd , Mebane , NC , 27302",2,0.0796598521512372,4.1,479,0.731891636632309,4.9,1795,,,,,,,,,,,,
"Rocket Wash Rome , 694 Braves Blvd NE , Rome , GA , 30161",0,,,,,,,,,,,,,,,,,,
"Rocket Wash Wilkesboro , 1846 US-421 , Wilkesboro , NC , 28697",0,,,,,,,,,,,,,,,,,,
"Rockmart , 1931 Nathan Dean Pkwy , Rockmart , GA , 30153",1,0.160966445969937,4.2,494,,,,,,,,,,,,,,,
"Rocks Edge , 116 Carmel Dr , King , NC , 27021",0,,,,,,,,,,,,,,,,,,
"Rogers - W Huntington Dr , 4203 W Huntington Dr , Rogers , AR , 72758",1,0.252292530747462,4.6,374,,,,,,,,,,,,,,,
"Rogue Carwash , 819 SE Mill St , Grants Pass , OR , 97526",2,0.572429413672433,4.5,435,0.943140152514822,4.2,80,,,,,,,,,,,,
"Rolling Thunder , 800 E Main St , Palmyra , PA , 17078",1,0.805529148827778,,,,,,,,,,,,,,,,,
"Rosecrans , 3342 Rosecrans St , San Diego , CA , 92110",1,0.410190236499945,4,237,,,,,,,,,,,,,,,
"Route 66 Car Wash , 1650 W Holt Ave , Pomona , CA , 91768",2,0.71975634781871,4,153,0.795092200214938,1,1,,,,,,,,,,,,
"Royal Pines , 3454 Royal Pines Dr , Middleburg , FL , 32068",0,,,,,,,,,,,,,,,,,,
"Royal Splash Car Wash , 21 Cape Rd , Mendon , MA , 1756",0,,,,,,,,,,,,,,,,,,
"Rub A Dub , 707 Taugenbaugh Blvd , Rifle , CO , 81650",0,,,,,,,,,,,,,,,,,,
"Russellville - E Main St , 2610 E Main St , Russellville , AR , 72802",2,0.307848400052902,4.4,761,0.988088108572066,4.1,618,,,,,,,,,,,,
"SI Auto Bath Inc. , 1531 ARTHUR KILL RD , STATEN ISLAND , NY , 10312",0,,,,,,,,,,,,,,,,,,
"SIMPLY CLEAN CW (VALLEY CW) , 64 Pershing Dr , Ansonia , CT , 6401",0,,,,,,,,,,,,,,,,,,
"SPARKLE AUTO WASH , 1635 E Florence Blvd , Casa Grande , AZ , 85122",3,0.0805570952952261,4.8,516,0.52303483980174,5,1,0.861700733642519,4.6,81,,,,,,,,,
"SPARTA CAR WASH , 519 Lafayette Rd , Sparta Township , NJ , 7871",0,,,,,,,,,,,,,,,,,,
"SPLASH AND DASH CAR WASH , 25 W Hwy 246 , Buellton , CA , 93427",0,,,,,,,,,,,,,,,,,,
"SQUEAKY CLEAN CW 2 , 3931 Cerrillos Rd , Santa Fe , NM , 87507",2,0.328400503913486,4.3,451,0.493643306617349,4.5,796,,,,,,,,,,,,
"STEESE , 720 Old Steese Hwy , Fairbanks , AK , 99701",2,0.0162851708412033,4.3,6,0.192063160652772,,,,,,,,,,,,,,
"SUNSET CAR WASH , 1204 E Sunset Dr , Bellingham , WA , 98226",0,,,,,,,,,,,,,,,,,,
"SUPER SPRAY , 1581 S Muskogee Ave , Tahlequah , OK , 74464",2,0.595700582707502,4.1,82,0.998367942791382,4.6,114,,,,,,,,,,,,
"SUPERIOR ALMEDA CAR WASH , 10126 Almeda Genoa Rd , Houston , TX , 77075",1,0.232563695602355,4.9,516,,,,,,,,,,,,,,,
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",3,0.644606088860303,2.4,19,0.971794599112284,3.2,19,0.988374816728391,4,162,,,,,,,,,
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",4,0.519212258432151,4.8,1439,0.81171552397908,3.5,6,0.980983397608932,4.3,6,0.981302013389311,1.8,4,,,,,,
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",2,0.00654230434345842,3.1,14,0.902552378372179,4.7,1474,,,,,,,,,,,,
"Safety Harbor , 1735 McMullen Booth Rd , Clearwater , FL , 33759",2,0.00882686518637827,5,1,0.162791305584768,,,,,,,,,,,,,,
"Saint Augustine , 520 S Ponce De Leon Blvd , St. Augustine , FL , 32084",0,,,,,,,,,,,,,,,,,,
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",2,0.115695169767549,,,0.117698753783419,3.5,18,,,,,,,,,,,,
"San Bernardino , 2122 W Highland Ave , San Bernardino , CA , 92407",1,0.469419320979842,,,,,,,,,,,,,,,,,
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",1,0.408487838579326,4.3,84,,,,,,,,,,,,,,,
"San Sebastian , 4065 US-1 , St. Augustine , FL , 32084",0,,,,,,,,,,,,,,,,,,
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",1,0.707169200144859,4.5,796,,,,,,,,,,,,,,,
"Saratoga Honda , 3402 US-9 , Saratoga Springs , NY , 12866",0,,,,,,,,,,,,,,,,,,
"Scarborough Car Wash , 1448 FM 66 , Waxahachie , TX , 75165",0,,,,,,,,,,,,,,,,,,
"Scrubadoo , 8050 Culebra Rd , San Antonio , TX , 78251",2,0.255844367472568,4.4,317,0.686283558715204,3.9,260,,,,,,,,,,,,
"Seaford Car Wash , 3470 Merrick Rd , Seaford , NY , 11783",0,,,,,,,,,,,,,,,,,,
"Seaway Car Wash North , 142 Heineberg Drive , Colchester , VT , 5446",0,,,,,,,,,,,,,,,,,,
"Seaway Car Wash South #2 , 1341 Shelburne Rd , South Burlington , VT , 5403",1,0.624012499893391,4.3,137,,,,,,,,,,,,,,,
"Seaway Car Wash South , 1341 Shelburne Rd , South Burlington , VT , 5403",1,0.624012499893391,4.3,137,,,,,,,,,,,,,,,
"Secaucus Car Wash , 200 Flanagan Way , Secaucus , NJ , 7094",0,,,,,,,,,,,,,,,,,,
"Senatobia , 328 E Main St , Senatobia , MS , 38668",1,0.019353071697491,3.7,6,,,,,,,,,,,,,,,
"Shammyu0027s Unlimited Beach , 1025 W. Beach St. , Fort Worth , TX , 76111",1,0.90136823876162,2.2,5,,,,,,,,,,,,,,,
"Shammyu0027s Unlimited Davis , 5901 Davis Blvd , North Richland Hills , TX , 76180",0,,,,,,,,,,,,,,,,,,
"Shammyu0027s Unlimited Forest , 9262 Forest Lane , Dallas , TX , 75243",0,,,,,,,,,,,,,,,,,,
