full_site_address,nearestroad_1_name,distance_nearestroad_1,nearestroad_1_maxspeed,nearestroad_2_name,distance_nearestroad_2,nearestroad_2_maxspeed,nearestroad_3_name,distance_nearestroad_3,nearestroad_3_maxspeed,nearestroad_4_name,distance_nearestroad_4,nearestroad_4_maxspeed,nearestroad_5_name,distance_nearestroad_5,nearestroad_5_maxspeed,,,
"Rogue Carwash , 819 SE Mill St , Grants Pass , OR , 97526",Southeast M Street,0.033641207194906,35 mph,Grants Pass Parkway,0.0423895373602263,45 mph,Southeast N Street,0.107299881960454,25 mph,Southeast Riverside Avenue,0.15140935680627,25 mph,Southeast L Street,0.186126924419606,25 mph,,,
"Rolling Thunder , 800 E Main St , Palmyra , PA , 17078",East Main Street,0.0301565241993007,35 mph,South Forge Road,0.10752854257469,35 mph,West Main Street,0.650363989738149,25 mph,North Railroad Street,0.650363989738149,25,Gravel Hill Road,1.20267317336866,40,,,
"Rosecrans , 3342 Rosecrans St , San Diego , CA , 92110",Shoup Drive,0.00208082085993911,15 mph,Rosecrans Place,0.00208082085993911,25 mph,Rosecrans Street,0.0360394806545515,40 mph,Unnamed Road,0.0384377661863162,15 mph,Durham Ridge Place,0.0550674828537225,15 mph,,,
"Route 66 Car Wash , 1650 W Holt Ave , Pomona , CA , 91768",Chino Valley Freeway,0.48926548810337,65 mph,Unnamed Road,0.497168103871695,40 mph,West Mission Boulevard,0.504953564669052,45 mph,Mission Boulevard,0.515746299460719,45 mph,South Dudley Street,0.533528205491491,30 mph,,,
"Royal Pines , 3454 Royal Pines Dr , Middleburg , FL , 32068",Oakleaf Plantation Parkway,0.0361476226521272,45 mph,Discovery Drive,0.250837555065902,65 mph,Unnamed Road,0.256039376382106,65 mph,First Coast Expressway,0.277608489793718,65 mph,Challenger Drive,0.332541095135281,65 mph,,,
"Royal Splash Car Wash , 21 Cape Rd , Mendon , MA , 1756",Grove Street,0.603086244900062,30 mph,Mendon Street,0.825336416322663,40 mph,Nason Street,1.07858733186564,20 mph,Cemetery Street,1.41785999130527,20 mph,Swandale Drive,1.43875942615297,25 mph,,,
"Rub A Dub , 707 Taugenbaugh Blvd , Rifle , CO , 81650",Unnamed Road,0.0550673475085917,35 mph,Taughenbaugh Boulevard,0.0713745698811684,45 mph,Centennial Parkway,0.483517607854611,35 mph,Railroad Avenue,0.640538857052905,35 mph,West 2nd Street,0.831116878173375,55 mph,,,
"Russellville - E Main St , 2610 E Main St , Russellville , AR , 72802",Weir Road,0.204000797664617,45 mph,Unnamed Road,0.634019121097689,75 mph,South Quincy Avenue,0.750272354299378,30 mph,East 9th Street,0.802371227926219,30 mph,South Quincy Cove,0.825341188922748,30 mph,,,
"SI Auto Bath Inc. , 1531 ARTHUR KILL RD , STATEN ISLAND , NY , 10312",Arthur Kill Road,0.0195713142557969,30 mph,West Shore Expressway,0.235604281322622,50 mph,Emily Lane,0.24730383454758,15 mph,Jamie Lane,0.307476671294266,15 mph,Halpin Avenue,0.668665827621895,25 mph,,,
"SIMPLY CLEAN CW (VALLEY CW) , 64 Pershing Dr , Ansonia , CT , 6401",Unnamed Road,0.437502473581797,55 mph,Olivia Street,0.760388767061631,25 mph,Roosevelt Drive,0.991592170759207,30 mph,Minerva Street,1.00746715402152,25 mph,Elizabeth Street,1.02626427834355,25 mph,,,
"SPARKLE AUTO WASH , 1635 E Florence Blvd , Casa Grande , AZ , 85122",East Florence Boulevard,0.0418614355141374,35 mph,North Arizola Road,0.17411499787643,35 mph,South Arizola Road,0.498606344287322,35 mph,South Peart Road,0.567527448374112,45 mph,North Pasteur Way,0.577174662744505,25 mph,,,
"SPARTA CAR WASH , 519 Lafayette Rd , Sparta Township , NJ , 7871",Unnamed Road,0.0296200326772317,50 mph,Lafayette Road,1.24306148599532,50 mph,Brandy Ridge Road,1.30118054431819,25 mph,Links Court,1.51274626135319,25 mph,,,,,,
"SPLASH AND DASH CAR WASH , 25 W Hwy 246 , Buellton , CA , 93427",Avenue of Flags,0.0477818433265665,35 mph,Unnamed Road,0.256943827812946,65 mph,Santa Rosa Road,0.495051139185539,35 mph,Sycamore Drive,0.713309124158155,25 mph,El Camino Real,0.947996543077171,65 mph,,,
"SQUEAKY CLEAN CW 2 , 3931 Cerrillos Rd , Santa Fe , NM , 87507",Zafarano Drive,0.0187167428401561,30 mph,Cerrillos Road,0.0421215637114059,40 mph,Rodeo Road,0.301094050312165,35 mph,Airport Road,0.334777515626466,40 mph,Lopez Lane,0.373800936039461,25 mph,,,
"STEESE , 720 Old Steese Hwy , Fairbanks , AK , 99701",Steese Highway,0.166232306596876,55 mph,Cushman Street,0.966022486552104,25 mph,Airport Way,1.19384727545087,45 mph,Richardson Highway,1.21387854741629,55 mph,College Road,1.59643459901042,35 mph,,,
"SUNSET CAR WASH , 1204 E Sunset Dr , Bellingham , WA , 98226",Barkley Boulevard,0.0362991254022253,25 mph,East Sunset Drive,0.0414700110773201,35 mph,Unnamed Road,0.218622886693442,60 mph,James Street,0.298895992934449,25 mph,Woburn Street,0.610567545627718,35 mph,,,
"SUPER SPRAY , 1581 S Muskogee Ave , Tahlequah , OK , 74464",Unnamed Road,0.0200999089437008,25 mph,Monroe Street,0.0541879609310633,25 mph,Echota Avenue,0.0811899224309953,25 mph,Williams Street,0.0811899224309953,25 mph,Glover Avenue,0.12987561922354,25 mph,,,
"SUPERIOR ALMEDA CAR WASH , 10126 Almeda Genoa Rd , Houston , TX , 77075",Windmill Lakes Boulevard,0.304397343066768,35 mph,Gulf Freeway,0.311692425818282,65 mph,Kingspoint Road,0.680262424307525,30 mph,Daniella Drive,0.832186276586011,20 mph,Lauren Veronica Drive,0.85251938913033,20 mph,,,
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",Katy Freeway,0.945052566808527,65 mph,Katy Freeway Frontage Road,1.24637386379441,50 mph,Morton Road,1.56085799468824,45 mph,Kingsland Boulevard,1.6988115234755,30 mph,,,,,,
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",Northpark Drive,0.530968802225684,45 mph,Wellington Court,0.62327893056367,20 mph,Unnamed Road,1.12264316780996,5 mph,Eastex Freeway,1.127090987797,65 mph,Kingwood Drive,1.16407531274293,40,,,
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",TX 249 Business,0.0486115090458283,40 mph,Tomball Parkway,0.218255559910648,50 mph,Tomball Tollway,0.235295189973891,65 mph,Medical Complex Drive,0.316585244129553,30 mph,Unnamed Road,0.317955697419111,30 mph,,,
"Safety Harbor , 1735 McMullen Booth Rd , Clearwater , FL , 33759",McMullen Booth Road,0.0417226631547988,45 mph,10th Street South,0.11016886411469,35 mph,Unnamed Road,0.113375195479083,45 mph,14th Avenue South,0.374375831880169,35 mph,4th Street South,0.487868290192287,35 mph,,,
"Saint Augustine , 520 S Ponce De Leon Blvd , St. Augustine , FL , 32084",South Ponce de Leon Boulevard,0.0123118861188788,45 mph,Unnamed Road,0.136537585754359,30 mph,West King Street,0.540462409981611,25 mph,North Ponce de Leon Boulevard,0.540462409981611,35 mph,King Street,0.567360117923515,25 mph,,,
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",Salt Lick Road,0.0283620239515821,40 mph,Janis Ann Drive,0.0843350659159325,25 mph,Veterans Memorial Parkway,0.0939863776779444,45 mph,Unnamed Road,0.101604673311988,50 mph,Troyers Trail,0.106831725896067,25 mph,,,
"San Bernardino , 2122 W Highland Ave , San Bernardino , CA , 92407",Foothill Freeway,0.118358439171854,65 mph,California Street,0.293131885853973,40 mph,Cajon Boulevard,0.94228938262128,55 mph,Barstow Freeway,1.11170019526005,65 mph,West Highland Avenue,1.13830095675004,35 mph,,,
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",San Jose Boulevard,0.0239174731675898,45 mph,Old Saint Augustine Road,0.275469555199864,45 mph,Sunbeam Road,0.474797114246161,45 mph,Baymeadows Road,1.27066609736042,35 mph,West Beltway,1.31280058961942,65 mph,,,
"San Sebastian , 4065 US-1 , St. Augustine , FL , 32084",North Ponce De Leon Boulevard,0.0415791028390341,45 mph,Unnamed Road,0.0856756267766718,45 mph,North Ponce de Leon Boulevard,0.100175351963493,45 mph,Ponce de Leon Boulevard,0.391595787220502,45 mph,Charles Usinas Memorial Highway,1.03205168139061,35 mph,,,
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",Rodeo Road,0.0122652735579672,35 mph,Zafarano Drive,0.0582108494378893,30 mph,Cerrillos Road,0.229403534834826,40 mph,Airport Road,0.269825686288942,40 mph,Raindance Lane,0.329340124938881,25 mph,,,
"Saratoga Honda , 3402 US-9 , Saratoga Springs , NY , 12866",South Broadway,0.039169352606351,40 mph,Crescent Avenue,0.0814690837554843,35 mph,Avenue of the Pines,0.392805018290236,25 mph,Avenue of The Pines,0.39375576536784,25 mph,Maria Lane,0.457658270861246,30 mph,,,
"Scarborough Car Wash , 1448 FM 66 , Waxahachie , TX , 75165",Unnamed Road,0.137399110296263,70 mph,Pine Meadows Estates,0.278565519362611,5,Cantrell Street,0.344769487624667,30 mph,Highway 77,0.663190626164374,40 mph,South Highway 77,0.663190626164374,40 mph,,,
"Scrubadoo , 8050 Culebra Rd , San Antonio , TX , 78251",West Military Drive,0.893486272529748,35 mph,Potranco Road,1.00939616400307,45 mph,Culebra Road,1.04496460318952,40 mph,Unnamed Road,1.2329976094786,10 mph,Ingram Road,1.27275504993684,35 mph,,,
"Seaford Car Wash , 3470 Merrick Rd , Seaford , NY , 11783",Wantagh State Parkway,0.4500944376732,55 mph,Wantagh Avenue,0.469388969630871,30 mph,Broadway,1.56192290114923,30 mph,Bellmore Avenue,1.90879058087047,40 mph,,,,,,
"Seaway Car Wash North , 142 Heineberg Drive , Colchester , VT , 5446",Heineberg Drive,0.0297950465441638,35 mph,Porters Point Road,0.219531677488672,35 mph,Burlington Beltline,0.803054478315404,35 mph,Unnamed Road,0.809030770993841,25 mph,Plattsburg Avenue,0.874426090214483,25 mph,,,
"Seaway Car Wash South #2 , 1341 Shelburne Rd , South Burlington , VT , 5403",Shelburne Road,0.0283812363935038,35 mph,Allen Road,0.685869664780625,35 mph,Lindenwood Drive,0.835097508159037,25 mph,Spear Street,0.907631959475659,35 mph,Swift Street,0.951499017285799,35 mph,,,
"Seaway Car Wash South , 1341 Shelburne Rd , South Burlington , VT , 5403",Shelburne Road,0.0283812363935038,35 mph,Allen Road,0.685869664780625,35 mph,Lindenwood Drive,0.835097508159037,25 mph,Spear Street,0.907631959475659,35 mph,Swift Street,0.951499017285799,35 mph,,,
"Secaucus Car Wash , 200 Flanagan Way , Secaucus , NJ , 7094",Unnamed Road,0.0788962994584255,55 mph,Island Boulevard,0.60868185939591,25 mph,New Jersey Turnpike Eastern Spur,0.841062864645123,55 mph,Larry Doby Highway,1.08250088671994,50 mph,South Connection Road,1.1054236740531,25 mph,,,
"Senatobia , 328 E Main St , Senatobia , MS , 38668",Unnamed Road,0.2852956253305,70 mph,Transportation Drive,1.29665364148595,20 mph,Wilson Drive,1.40132256762985,55 mph,,,,,,,,,
"Shammyu0027s Unlimited Beach , 1025 W. Beach St. , Fort Worth , TX , 76111",Yucca Avenue,0.180954395745329,35 mph,Airport Freeway,0.293669508387876,65 mph,North Beach Street,0.37338394201678,38 mph,North Riverside Drive,0.603625027750147,35 mph,Kings Oaks Lane,0.656863953795197,25 mph,,,
"Shammyu0027s Unlimited Davis , 5901 Davis Blvd , North Richland Hills , TX , 76180",Davis Boulevard,0.0424810609683054,40 mph,Emerald Hills Way,0.331426061226328,30 mph,Unnamed Road,0.403342231569027,20 mph,Regal Lane,0.435579504316378,20 mph,Mid Cities Boulevard,0.490846139113617,40 mph,,,
"Shammyu0027s Unlimited Forest , 9262 Forest Lane , Dallas , TX , 75243",Forest Lane,0.0369582998425303,40 mph,Windy Crest Drive,0.0940316876326691,30 mph,Dove Meadow Drive,0.12378292707181,30 mph,Lyndon B Johnson Freeway,0.303445320220513,70 mph,Greenville Avenue,0.384467181085461,40 mph,,,
"Shammyu0027s Unlimited Haslet , 13052 N Saginaw Blvd , Fort Worth , TX , 76179",Unnamed Road,0.197026708214215,70 mph,Avondale Haslet Road,0.283400673892849,35 mph,Northstar Parkway,1.83158592166364,40 mph,South US Highway 287,1.95397365868588,70 mph,,,,,,
"Shammyu0027s Unlimited McCart , 7200 McCart Ave , Fort Worth , TX , 76133",Sycamore School Road,0.227222192543724,40 mph,Altamesa Boulevard,0.796612069935392,45 mph,Westcreek Drive,0.929403560092554,30 mph,South Hulen Street,1.12976139274506,40 mph,Crowley Road,1.26664470278294,40 mph,,,
"Sherwood - E Kiehl Ave , 3610 E Kiehl Ave , Sherwood , AR , 72120",Unnamed Road,0.356140019767703,65 mph,Oakbrooke Drive,1.03982667179479,30 mph,Community Cove,1.24808291065772,25 mph,Trammel Road,1.2598648288103,35 mph,Country Club Road,1.36768334671477,30 mph,,,
"Shortman Car Wash , 1001 N Main St , Miami , OK , 74354",North Main Street,0.0253878245247635,35 mph,Circle Drive Northwest,0.215894879770269,25 mph,A Street Northwest,0.219340488125171,25 mph,Unnamed Road,0.451994390005766,25 mph,A Street Northeast,0.480593733658768,25 mph,,,
"Shortman Car Wash 2 , 5958 N Main St Rd , Joplin , MO , 64801",North Main Street Road,0.0346901498509714,35 mph,Demott Drive,0.035015841925473,45 mph,West Broadway Street,0.321261537391505,25 mph,Dennis Weaver Drive,0.3321216029307,25 mph,Unnamed Road,0.572508658513936,25 mph,,,
"Shortman Car Wash 3 , 1626 W 7th St , Joplin , MO , 64801",West 7th Street,0.0252683144594288,35 mph,West 8th Street,0.066150687050824,25 mph,South Maiden Lane,0.0745247165814838,35 mph,West 6th Street,0.118273449991671,25 mph,Harlem Avenue,0.142987429992199,25 mph,,,
"Silver City , 1870 US-180 , Silver City , NM , 88061",Silver Heights Boulevard,0.0605270875691507,35 mph,Pinos Altos Road,0.193095457629333,30 mph,Unnamed Road,0.316126054983622,25 mph,32nd Street Bypass,0.621077298350492,35 mph,East 14th Street,1.18931974488301,35 mph,,,
"Slim Olson Car Wash , 2301 S Main St , Bountiful , UT , 84010",Main Street,0.0224813313501205,45 mph,2350 South,0.0747288481778004,25 mph,2400 South,0.103126674560953,25 mph,575 West,0.11138814730961,25 mph,450 West,0.129195422539589,25 mph,,,
"Smittyu0027s Car Wash Champaign , 1703 S Neil St , Champaign , IL , 61820",South Neil Street,0.0261646001925359,35 mph,South State Street,0.0612837512576213,30 mph,West Kirby Avenue,0.160821802790667,35 mph,East Kirby Avenue,0.165922735438706,35 mph,Hazelwood Drive,0.359514677895591,25 mph,,,
"Smittyu0027s Car Wash Corsicana , 3700 W TX-31 , Corsicana , TX , 75110",,,,,,,,,,,,,,,,,,
"Smittyu0027s Car Wash Fredericksburg , 513 S Adams St , Fredericksburg , TX , 78624",South Adams Street,0.0284362547975928,40 mph,South State Highway 16,0.330014032601235,45 mph,South Washington Street,0.383440603960449,35 mph,East Highway Street,0.465035564567893,30 mph,South Nimitz Parkway,0.48436192720022,20 mph,,,
"Smittyu0027s Car Wash Greenville , 6112 Wesley St , Greenville , TX , 75402",Poplar Avenue,0.158537602716712,25 mph,Webb Avenue,0.330576404104773,30 mph,Sayle Street,0.362243677185115,30 mph,Martin Luther King Jr Freeway,0.418543941791272,75 mph,Doma Avenue,0.439191812512193,30 mph,,,
"Smittyu0027s Car Wash Kerrville , 301 Sidney Baker St , Kerrville , TX , 78028",Sidney Baker Street South,0.0259684295050847,35 mph,Thompson Drive,0.130021771335342,40 mph,Sidney Baker Street,0.288921767550523,30 mph,Water Street,0.336260770085936,30 mph,Main Street,0.42857856914049,30 mph,,,
"Smittyu0027s Car Wash Lindale , 13776 US Hwy 69 N , Tyler , TX , 75706",Interstate 20 West,0.0829828554188703,40 mph,Unnamed Road,0.123319064015511,75 mph,Wood Springs Road,0.631593488148716,30 mph,Sand Flat Road,1.26730836325056,50 mph,Old Ranch Road,1.31495570351987,30 mph,,,
"Smittyu0027s Car Wash Lufkin , 1808 S First St , Lufkin , TX , 75901",South First Street,0.0215416042548307,45 mph,Unnamed Road,0.329555656745395,55 mph,South John Redditt Drive,0.531967071207116,55 mph,South Timberland Drive,0.679994932327163,45 mph,Southwood Drive,0.701319255524373,45 mph,,,
"Smittyu0027s Car Wash Marshall , 1500 E End Blvd N , Marshall , TX , 75672",Karnack Highway,0.329441097324958,55 mph,Veterans Avenue,0.532815845483778,30 mph,Reginald Street,0.549873805275006,30 mph,East Grand Avenue,0.563276499692776,30 mph,Fairfield Avenue,0.607523170271962,30 mph,,,
"Smittyu0027s Car Wash Princeton , 400 E Princeton Dr , Princeton , TX , 75407",Bois D'Arc Avenue,0.0553488528733028,30 mph,Caldwell Lane,0.42838198498257,30 mph,Lake Ridge,0.750939301577343,25 mph,South 2nd Street,0.794462551741294,45 mph,West College Street,1.17674153444233,25 mph,,,
"Snap Clean , 110 N Elm Street , Ennis , TX , 75119",Unnamed Road,0.228768428862701,75 mph,Myrtle Cemetery Drive,1.25524408616483,15 mph,Austin Drive,1.48614241566755,30 mph,Red Oak Street,1.5316450107449,25 mph,Crestridge Drive,1.57960454277414,25 mph,,,
"Snap Clean Kiest , 1010 W Kiest Blvd , Dallas , TX , 75224",South Polk Street,0.0228893071947343,35 mph,Hoke Smith Drive,0.145910581595759,30 mph,O Bannon Drive,0.21378977013665,30 mph,South Edgefield Avenue,0.311799376970274,30 mph,Marvin D Love Freeway,0.352345619770212,70 mph,,,
"Snappy Car Wash , 5501 Six Mile Commercial Court , Fort Myers , FL , 33912",Ben C Pratt Six Mile Cypress Parkway,0.0459018748246943,50 mph,South Cleveland Avenue,0.283841479804411,45 mph,South Tamiami Trail,0.287810395736966,45 mph,Gladiolus Drive,0.698759082844181,45 mph,Ben C Pratt Parkway,0.704349042204149,50 mph,,,
"Snappy Cicero , 3150 S Cicero Ave , Cicero , IL , 60804",South Kostner Avenue,0.528383049461918,25 mph,South 49th Avenue,0.681538668180288,20 mph,South 50th Avenue,0.706423979000772,20 mph,South 51st Avenue,0.712637640920388,20 mph,West 25th Place,0.719585953915257,20 mph,,,
"Snappy Kedzie Express Car Wash , 3549 S Kedzie Ave , Chicago , IL , 60632",Adlai Stevenson Expressway,0.0539839476597641,55 mph,South Kedzie Avenue,0.135703129930344,30,Stevenson Expressway,0.541337214260864,55 mph,South Homan Avenue,0.66729820704437,20,South Christiana Avenue,0.67378883238153,25,,,
"Snappy Winkler , 4510 Winkler Ave , Fort Myers , FL , 33913",Colonial Boulevard,0.0892884627063357,55 mph,Winkler Avenue,0.0977394437618027,45 mph,Ben C Pratt Six Mile Cypress Parkway,0.582277842800523,45 mph,Unnamed Road,1.11904195501736,70 mph,Alessio Drive,1.43229694388898,25 mph,,,
"Soak City Car Wash , 116 Jane St , Berea , KY , 40403",Unnamed Road,0.213153893711123,70 mph,Campus Drive,1.02306206087354,15 mph,Center Street,1.33084896585934,25 mph,Hillside Drive,1.40557731268766,25 mph,Peachbloom Hill Road,1.68874115652419,25 mph,,,
"Soak Craigieburn , 420-440 Craigieburn rd , craigieburn , VIC , 3064",Bird Close,0.0449091165723569,50,Wren Lane,0.0653375451580913,50,Hollows Court,0.0702907698162434,50,Swallow Street,0.0742304592205289,50,Elms Way,0.109355869171393,50,,,
"Soap My Ride , 3156 Nashville Rd , Bowling Green , KY , 42101",Nashville Road,0.0484456116295582,45 mph,Dishman Lane,0.265329653537005,35 mph,Unnamed Road,0.507987128589983,70 mph,Campbell Lane,1.07641533227546,45 mph,Lassie Drive,1.80915544092586,25 mph,,,
"Soapatopia Car Wash , 6930 S. 73rd Street , Lincoln , NE , 68516",Nebraska Parkway,0.102687349230658,55 mph,South 70th Street,0.254951808116631,45 mph,South 66th Street,0.522527117625414,25 mph,Artisan Way,0.674721827563187,25 mph,Pine Lake Road,0.75629323490985,45 mph,,,
"Soapy Ju0027s , 626 Norh 12 Street , Middlesboro , KY , 40965",12th Street,0.432984030852147,45 mph,Cumberland Gap Parkway,0.460513963500391,45 mph,Cumberland Gap Tunnel,1.29320288510951,45 mph,,,,,,,,,
"Soapy Nobles 219 S Westfield St Ag , 219 S Westfield St , Agawam , MA , 1030",Henry E Bodurtha Highway,0.157812529364507,55 mph,Unnamed Road,0.191640064461927,55 mph,Poplar Street,0.292450730537458,25 mph,Halladay Avenue West,1.70938369756934,35 mph,North Grand Street,1.732359554697,45 mph,,,
"Soapy Nobles 76 N Rd East Windsor CT , 76 N Rd , East Windsor , CT , 6088",North Road,0.0252361184378695,45 mph,Winkler Road,0.037986933553785,35 mph,Borrup Road,0.236649595235182,35 mph,Prospect Hill Drive,0.337319819900739,25 mph,Broadview Lane,0.367989580411047,25 mph,,,
"Soapy Saddle Norco , 3198 Hamner Ave , Norco , CA , 92860",Hamner Avenue,0.0408281138992941,40 mph,Unnamed Road,0.156172567542574,65 mph,Sierra Avenue,0.280900992779059,25 mph,Fortuna Road,0.281123982617676,25 mph,Melanie Avenue,0.330429017901111,25 mph,,,
"Soapy Samu0027s , 15046 IN-23 , Granger , IN , 46530",Brick Road,0.438374649589869,40 mph,Capital Avenue,0.464559736215645,45 mph,Cleveland Road,0.566721461731095,30 mph,Indiana Toll Road,0.578143710708912,70 mph,East Cleveland Road,0.985194525187247,45 mph,,,
"Soapy Shark Lake Worth , 5301 S State Rd 7 , Lake Worth , FL , 33449",State Road 7,0.0589290846025878,50 mph,Hunting Trail,0.197339914661191,25 mph,Eagle Point Lane,0.365304533535018,25 mph,Lantana Road,0.729286541395944,45 mph,Lake Worth Road,1.04869205898148,45 mph,,,
"Soapy Shark Okeechobee , 2200 Okeechobee Blvd , West Palm Beach , FL , 33409",Okeechobee Boulevard,0.0187864005837701,45 mph,Unnamed Road,0.468616556540816,65 mph,Palm Beach Lakes Boulevard,0.772605878582403,40 mph,South Australian Avenue,0.935297133678184,45 mph,Belvedere Road,1.01716448850317,45 mph,,,
"Soggy Dog CW , 714 Ritter Dr , Glen Morgan , WV , 25813",Ritter Drive,0.0178788416708766,40 mph,Unnamed Road,0.911474873987495,70 mph,C&O Shop Road,0.983476699436739,25,Joe L. Smith Drive,1.12536898849051,55 mph,South Eisenhower Drive,1.26933785967934,40 mph,,,
"Solar City , 1210 Pioneer Rd , Mesquite , TX , 75149",Sierra Drive,0.0469037848318096,30 mph,Pioneer Road,0.0511943979442397,30 mph,Unnamed Road,0.0657881128040563,10 mph,Eastern Heights Drive,0.072061859719271,25 mph,Pampa Drive,0.0945087364338484,25 mph,,,
"Sonic Suds Five Forks , 2836 Woodruff Rd , Simpsonville , SC , 29681",Woodruff Road,0.0314961566980727,45 mph,South Bennetts Bridge Road,0.197981283411957,45 mph,Scuffletown Road,0.392619033160499,45 mph,Adams Mill Road,0.415600848922579,40 mph,Five Forks Road,0.494774201431821,35 mph,,,
"Sonic Suds Greenville , 2426 Laurens Rd , Greenville , SC , 29607",Laurens Road,0.0215516354548302,40 mph,Woodruff Road,0.156870104530517,45 mph,Haywood Road,0.328885871125488,45 mph,Legacy Connector,0.518513395718367,10 mph,Algonquin Trail,0.553126043257489,25 mph,,,
"Sonic Suds Simpsonville , 703 SE Main St , Simpsonville , SC , 29681",Southeast Main Street,0.0210382239838972,35 mph,Fairview Road,0.0277416705284927,35 mph,South Street,0.133103388392195,35 mph,Golden Strip Freeway,0.219839525976428,65 mph,Grandview Drive,0.293811616804245,35 mph,,,
"Sonnyu0027s Car Wash , 30A Main St , Winthrop , MA , 2152",Annavoy Street,0.240992101963069,25 mph,Saint Andrew Road,0.255031658442745,25 mph,Bayswater Street,0.28790722673424,25 mph,Nancia Street,0.292874698808622,25 mph,Teragram Street,0.321790901936855,25 mph,,,
"Sonnyu0027s Car Wash , 801 Wadsworth Blvd , Lakewood , CO , 80214",Wadsworth Boulevard,0.029303604656619,40 mph,South Wadsworth Boulevard,0.132679868490827,40 mph,West 6th Avenue Freeway,0.233302299341027,65 mph,West 10th Avenue,0.306926768777693,30 mph,West 13th Avenue,0.521789806570038,25 mph,,,
"Sonoran Express CW #2 , 1523 E Southern Ave , Phoenix , AZ , 85042",East Southern Avenue,0.0274315271745734,40 mph,South 16th Street,0.0622439091427676,40 mph,East Lynne Lane,0.0860527375613942,25 mph,East Huntington Drive,0.109453111618261,25 mph,South 14th Way,0.109453111618261,25 mph,,,
"Sonoran Express CW , 16843 N 43rd Ave , Phoenix , AZ , 85053",West Juniper Avenue,0.0565859136751486,25 mph,West Bell Road,0.0572593693004454,45 mph,North 42nd Avenue,0.128309876667818,25 mph,North 43rd Avenue,0.132155909953375,40 mph,West Park Place,0.141953464000135,25 mph,,,
"South Deland , 1810 S Woodland Blvd , DeLand , FL , 32720",South Woodland Boulevard,0.0358386492662737,45 mph,West Taylor Road,0.158155115959098,45 mph,South State Road 15a,0.381165642501441,45 mph,Woodland Boulevard,1.21839359197515,35 mph,Bent Oaks Boulevard,1.26229904609091,20 mph,,,
"Southaven , 1101 Church Rd W , Southaven , MS , 38671",Unnamed Road,0.814416488987432,70 mph,,,,,,,,,,,,,,,
"Sparkyu0027s , 451 E University Blvd , McKinney , TX , 75071",Metro Park Drive,0.104974526509136,30 mph,West University Drive,0.131339247279728,40 mph,McKinney Parkway,0.188724138582603,30 mph,North Kentucky Street,0.291966867378192,30 mph,Mercury Circle,0.326763100026587,30 mph,,,
"Spectacular 1830 , 1830 E. Hwy 80 , Somerset , KY , 42503",Hal Rogers Parkway,0.0198413181236361,45 mph,Unnamed Road,1.66053832093355,45 mph,,,,,,,,,,,,
"Spectacular 1990 , 1990 Oak Hill Road , Somerset , KY , 42503",Lone Oak Drive,1.00425935454791,15 mph,Unnamed Road,1.19815247596021,45 mph,,,,,,,,,,,,
"Spectacular 954 , 954 US-27 , Somerset , KY , 42501",,,,,,,,,,,,,,,,,,
"Speedy Peteu0027s Car Wash , 1205 Maxwell Blvd , Ruston , LA , 71270",North Service Road East,0.0497223702293102,45 mph,Unnamed Road,0.0640741048672754,70 mph,Goodwin Road,0.0772574539565508,25 mph,Sunset Boulevard,0.118175474223108,25 mph,South Service Road East,0.118175474223108,45 mph,,,
"Splash And Dash Atlantic City , 44 N Albany Ave , Atlantic City , NJ , 8401",North Albany Avenue,0.0206982149511962,50 mph,Atlantic City Expressway,0.364987277734203,55 mph,West End Avenue,0.781360158345013,40 mph,Albany Avenue,0.815973375049706,40 mph,Wellington Avenue,0.919230772369848,40 mph,,,
"Splash Auto Wash , 5330 Wyoming ST , Detroit , MI , 48210",Wyoming Street,0.0209987811114535,35 mph,McGraw Street,0.0265531665766212,35 mph,Ford Road,0.0331334640261692,40 mph,Edsel Ford Freeway,0.0394705893773676,55 mph,Detroit Industrial Expressway,0.0564370245019831,55 mph,,,
"Splash Brothers Wolfforth , 716 Donald Preston Dr , Wolfforth , TX , 79382",Unnamed Road,0.0826135953550641,5 mph,Donald Preston Drive,0.301515675980047,40 mph,Marsha Sharp Freeway,0.450797778460774,65 mph,North 7th Street,0.464111571162231,30 mph,North 9th Street,0.570537238896659,30 mph,,,
"Splash Car Wash , 905 Abbott St , Salinas , CA , 93901",East Romie Lane,0.12781341661119,30 mph,El Camino Real,0.708723363969474,65 mph,California Street,0.927234337007787,25 mph,Abbott Street,0.948952747752581,30 mph,West Romie Lane,1.20379895402214,30 mph,,,
"Splash Dunlawton Ave , 901 Dunlawton Ave , Port Orange , FL , 32127",Jackson Street,0.0196136411263769,30 mph,Dunlawton Avenue,0.053930777551338,45 mph,South Nova Road,0.142380455010974,45 mph,Nova Road,0.611775628511121,45 mph,Canalview Boulevard,0.690645311699984,15 mph,,,
