full_site_address,nearestroad_1_name,distance_nearestroad_1,nearestroad_1_maxspeed,nearestroad_2_name,distance_nearestroad_2,nearestroad_2_maxspeed,nearestroad_3_name,distance_nearestroad_3,nearestroad_3_maxspeed,nearestroad_4_name,distance_nearestroad_4,nearestroad_4_maxspeed,nearestroad_5_name,distance_nearestroad_5,nearestroad_5_maxspeed,,,
"Splash Herbert St , 956 Herbert St , Port Orange , FL , 32129",South Nova Road,0.0685864064536569,45 mph,Nova Road,0.0701723946896426,45 mph,Jackson Street,0.0790199887823865,30 mph,Silver Creek Run,0.222481054535185,25 mph,Little Garden Circle,0.29577113335624,15 mph,,,
"Splash Hopper Express , 863 Western Bypass , Andalusia , AL , 36420",Western Bypass,0.0531812481981363,45 mph,River Falls Street,1.26653942301399,45 mph,M L King Jr Expressway,1.34904968249524,45 mph,Unnamed Road,1.45004329813544,55 mph,Stanley Avenue,1.63982683217785,45 mph,,,
"Splash N Foam , 705 Fannin St , George West , TX , 78022",Nueces Street,0.0314117699541471,30 mph,South Nueces Street,0.33194686407116,35 mph,Unnamed Road,0.697953404931655,55 mph,Lagarto Road,0.792367599597916,30 mph,County Road 101,0.896546786542023,30 mph,,,
"Splash Ormond , 55 N Nova Rd , Ormond Beach , FL , 32174",Nova Road,0.0333027380880833,45 mph,West Granada Boulevard,0.0733681973347047,45 mph,South Nova Road,0.0880767258109706,45 mph,North Nova Road,0.421981185916218,45 mph,US Highway 1,1.02377834989653,45 mph,,,
"Stephenville , 2623 W Washington St , Stephenville , TX , 76401",West Washington Street,0.0403071988760476,45 mph,West South Loop,0.0422693761970965,45 mph,Reta Avenue,0.0463141746701592,30 mph,West Seminole Street,0.172727288728885,30 mph,South Cheynne,0.19518631840314,30 mph,,,
"Stevens Creek Xpress , 3655 Stevens Creek Blvd , Santa Clara , CA , 95051",Stevens Creek Boulevard,0.0333247046599114,35 mph,San Tomas Expressway,0.0399150509816824,45 mph,Brookside Avenue,0.0853632758566772,25 mph,Harold Avenue,0.145424474599996,25 mph,Unnamed Road,0.169851828131293,5 mph,,,
"Strang , 11230 Strang Line Rd , Lenexa , KS , 66215",Strang Line Road,0.0203755365959049,45 mph,Acuff Lane,0.139744438243673,25 mph,West 114th Street,0.168687117891384,25 mph,Mullen Road,0.185665853417329,25 mph,College Boulevard,0.190413679725465,45 mph,,,
"Sud Stop Bradenton , 5225 24th St E , Bradenton , FL , 34203",53rd Avenue East,0.0275244430851854,40 mph,Unnamed Road,0.185317334040166,55 mph,51st Avenue East,0.218204040521956,30 mph,18th Street Boulevard East,0.448435461690209,25 mph,18th Street East,0.520919366032673,25 mph,,,
"Suds Bucket Wash , 615 landmark Point Blvd. Suite B , Gray , GA , 31032",Gray Bypass,0.0717880537382016,55 mph,Gray Highway,0.0873353145728911,55 mph,Unnamed Road,0.208946639655903,55 mph,Greene Settlement Road,0.543506333724228,45 mph,Randolph Street,0.996077226711769,20 mph,,,
"Suds Deluxe Commerce , 4627 W Commerce St , San Antonio , TX , 78237",Historic Old Highway 90,0.620278478360148,40 mph,Cupples Road,0.946404755624425,35 mph,Cincinnati Avenue,1.47102270076201,35 mph,Ceralvo Street,1.50670234567886,30 mph,South Josephine Tobin Drive,1.72018739607535,25 mph,,,
"Suds Deluxe Georgetown , 2991 FM 1460 , Georgetown , TX , 78626",FM 1460,0.0444725477247174,55 mph,Westinghouse Road,0.0722444271818621,35 mph,Teravista Crossing,0.142526429574414,30 mph,April Meadows Loop,0.227910998320677,30 mph,Unnamed Road,0.235652233497487,10 mph,,,
"Suds Deluxe Highway 6 , 8400 Highway 6 S , Houston , TX , 77083",Highway 6 South,0.415745805910586,45 mph,Unnamed Road,0.68981546758018,45 mph,Addicks Clodine Road,1.40545616805883,35 mph,South Highway 6,1.42415813027443,45 mph,Alief Clodine Road,1.47837928679492,40 mph,,,
"Suds Deluxe Kyle , 18810 IH 35 , Kyle , TX , 78640",Purple Heart Trail,0.0613268849913239,70 mph,Kyle Crossing,0.105961508861551,40 mph,South Interstate 35,0.126924243483011,55 mph,Windy Hill Road,0.126924243483011,40 mph,Amberwood North,0.201270541174068,30 mph,,,
"Suds Deluxe Pasadena , 3327 Spencer Hwy , Pasadena , TX , 77504",Parkview Drive,1.17198618598063,30 mph,Crestwood Lane,1.76096663309735,30 mph,Cocoa Lane,1.80159365295897,30 mph,Unnamed Road,1.87884901042432,5 mph,,,,,,
"Suds Deluxe San Marcos , 233 Wonder World Dr , San Marcos , TX , 78666",Hunter Road,0.218514266623501,50 mph,West Wonder World Drive,0.224152818767066,55 mph,West Hopkins Street,0.527269846696568,45 mph,Purple Heart Trail,0.62634529658444,70 mph,North Bishop Street,0.739946946237075,30 mph,,,
"Suds Deluxe Stafford , 12119 Murphy Rd , Stafford , TX , 77477",Murphy Road,0.034654846560464,45 mph,West Airport Boulevard,0.329589825726813,40 mph,Southwest Freeway,0.402021781182891,60 mph,US 59 (Southwest Freeway) HOV/HOT lane,0.408507113433007,60 mph,Spectrum Lane,0.495045144438034,35 mph,,,
"Suds Deluxe Tomball , 24624 Kuykendahl Rd , Tomball , TX , 77375",West Rayford Road,0.495047534035331,35 mph,Kuykendahl Road,0.523053003462613,45 mph,Strake Drive,1.2250847079914,25 mph,Shadow Creek Boulevard,1.32675683537752,30 mph,Root Road,1.57935625978183,35 mph,,,
"Suds N Vac , 22510 Ecorse Rd , Taylor , MI , 48180",Ecorse Road,0.0288373761537446,40 mph,Pardee Road,0.216559485170832,35 mph,Byers Street,0.256354585148701,35 mph,Monroe Boulevard,0.30199122284316,40 mph,Oak Street,0.389937702057299,25 mph,,,
"Sudzyu0027s Car Wash , 2624 Anderson Hwy , Powhatan , VA , 23139",Anderson Highway,0.0623511181282938,55 mph,Judes Ferry Road,1.20538801647774,35 mph,Red Lane Road,1.30024085133799,55 mph,,,,,,,,,
"Summerville , 10805 Commerce St , Summerville , GA , 30747",Rome Boulevard,0.931544925305421,35 mph,Unnamed Road,0.931544925305421,35 mph,Martin Street,0.946008604060582,25 mph,Martha Berry Highway,1.17666704912196,55 mph,,,,,,
"Sun Splash , 914 N Stratford Rd , Moses Lake , WA , 98837",North Stratford Road,0.0511919199179544,30 mph,East Broadway Avenue,0.614259301925706,30 mph,State Route 17,0.904649935836013,60 mph,Patton Boulevard,1.87991089387907,35 mph,,,,,,
"Sunny Daze Car Wash , 609 N Mayo Trl , Paintsville , KY , 41240",,,,,,,,,,,,,,,,,,
"Sunrise Car Wash , 1820 Sunrise Hwy , Merrick , NY , 11566",Meadowbrook State Parkway,1.59292119324984,55 mph,Bellmore Avenue,1.86389802515211,40 mph,Southern State Parkway,1.98413400451939,55 mph,,,,,,,,,
"Sunset , 1630 W Sunset Rd , Henderson , NV , 89014",West Sunset Road,0.0380830855109983,45 mph,Unnamed Road,1.18869461098349,45 mph,Purple Heart Highway,1.24377026081666,65 mph,Wilford Springs Street,1.27717129210604,25 mph,Bradley Bay Avenue,1.27728615811774,25 mph,,,
"Sunshine / SasqWash Express , 4603 Churn Creek Rd , Redding , CA , 96002",Cascade Wonderland Highway,0.0743767259279597,65 mph,Unnamed Road,0.0743767259279597,50 mph,Loma Vista Drive,0.533610470830134,25 mph,Rancho Road,0.962128224657359,40 mph,Bechelli Lane,1.25431529902781,35 mph,,,
"Super 4 Season Car Wash , 68 NY-59 , Spring Valley , NY , 10977",New York State Thruway,0.314109023587694,55 mph,Garden State Parkway Connector,0.901730086077004,65 mph,Heitman Drive,1.03119589280863,20 mph,Creekside Circle,1.39190731614895,15 mph,Unnamed Road,1.55485939475888,40 mph,,,
"Super Duck Hazel Green , 14533 US-231 , Hazel Green , AL , 35750",Unnamed Road,0.0358271273255375,50 mph,Keller Drive,0.16323719551247,25 mph,Tobin Lane,0.211750707724978,25 mph,Whitner Drive,0.218788358600709,25 mph,Oliver Court,0.224231900892729,25 mph,,,
"Super Duck Madison , 8392 Hwy 72 W , Madison , AL , 35757",Unnamed Road,0.0380518087341648,55 mph,Arabian Drive,0.666847212151563,25 mph,Appaloosa Court,0.6708717463606,25 mph,Palomino Court,0.812241797810857,25 mph,South Back Creek Road,0.858000472330832,25 mph,,,
"Super Duper , 17670 Castleton St , City of Industry , CA , 91748",Walnut Hall Road,0.0484931440308306,35 mph,Gale Avenue,0.18010627836941,45 mph,Colima Road,0.193988117061922,40 mph,Unnamed Road,0.250792401007092,40 mph,Stoner Creek Road,0.29299583955336,30 mph,,,
"Super Scrub Car Wash , 4405 Pacific Ave , Stockton , CA , 95207",West Bianchi Road,0.408125060281223,30 mph,Claremont Avenue,0.408125060281223,30 mph,East Bianchi Road,0.497869882277922,35 mph,Pacific Avenue,1.12195688843096,35 mph,North Pacific Avenue,1.12278354315353,35 mph,,,
"Super Splash Carwash , 400 S Preston Rd , Prosper , TX , 75078",East First Street,0.0340405147055448,30 mph,South Craig Road,0.0593304345603031,25 mph,South Preston Road,0.0682280584423225,55 mph,East Broadway Street,0.210597980653772,35 mph,North Preston Road,0.26229214336653,55 mph,,,
"Super Suds Carwash , 2563 Panola Rd , Lithonia , GA , 30058",Purple Heart Highway,0.685790378692647,70 mph,,,,,,,,,,,,,,,
"Superfine Lakewood , 21011 Pioneer Blvd , Lakewood , CA , 90715",Centralia Street,0.0161468818782829,30 mph,Pioneer Boulevard,0.0266742890638962,40 mph,Roseton Avenue,0.25312800329467,30 mph,207th Street,0.267764148658149,25 mph,San Gabriel River Freeway,0.310243783419879,65 mph,,,
"Superior Flagship , 22515 Loop 494 , Houston , TX , 77339",Eastex Freeway,0.92176785999913,65 mph,Kingwood Drive,0.955146372211002,40,Wellington Court,1.73711780171164,20 mph,,,,,,,,,
"Superior Shine Car Wash , 28100 Harper Ave , St. Clair Shores , MI , 48081",Harper Avenue,0.0249108431420461,40 mph,East 11 Mile Road,0.299805972690984,35 mph,Jefferson Avenue,0.517843454621384,35 mph,Little Mack Avenue,0.537856031627935,35 mph,Martin Road,0.569992745912117,30 mph,,,
"Superior Texas Car Wash , 7920 Hwy 6 , Houston , TX , 77083",Highway 6 South,0.179755652800688,45 mph,Unnamed Road,0.451656980741478,45 mph,South Highway 6,1.18519978078089,45 mph,Alief Clodine Road,1.23996303269604,40 mph,Westpark Tollway,1.24628956881671,65 mph,,,
"Swift Car Wash , 26265 Carmel Rancho Blvd , Carmel-by-the-Sea , CA , 93923",Carmel Valley Road,0.131985410806878,45 mph,Carmel Knolls Drive,0.141609156504986,25 mph,Carmel Rancho Boulevard,0.179478522109474,35 mph,Dougherty Place,0.193323234559416,25 mph,Cabrillo Highway,0.21076413493803,45 mph,,,
"THOMAS CAR WASH , 218 Blueberry Ln , Nicholasville , KY , 40356",Keene Road,0.563755033115296,55 mph,Bass Pond Glen Drive,0.574596619894236,25 mph,Squires Way Drive,0.64853639370113,25 mph,Unnamed Road,0.806447729685186,55 mph,Nicholasville Bypass,0.833635760763509,55 mph,,,
"TLC Car Wash , 2925 Williamson Rd , Roanoke , VA , 24012",Williamson Road Northeast,0.0170052472581009,30 mph,Liberty Road Northwest,0.240475279860131,25 mph,10th Street Northwest,0.270578482180072,25 mph,Huntington Boulevard Northeast,0.364685181922514,25 mph,Princeton Circle Northeast,0.383021326903745,25 mph,,,
"TLC Car Wash 2 , 1001 W Main St , Salem , VA , 24153",West Main Street,0.0377712375462941,35 mph,West 4th Street,0.148537248199609,25 mph,West Riverside Drive,0.340456193722485,30 mph,West Carrollton Avenue,0.474383520341062,25 mph,Unnamed Road,0.687310054581199,60 mph,,,
"TXAUS_Hwy290 , 13519 US-290 , Austin , TX , 78737",West US Highway 290,0.0188038853642332,60 mph,Sawyer Ranch Road,0.280471747188775,40 mph,Belterra Drive,0.52210563187111,35 mph,East US Highway 290,0.967349226470858,55 mph,Gato Del Sol Avenue,1.01710167698842,30 mph,,,
"TXGRA_Hwy377 , 3601 E US Hwy 377 , Granbury , TX , 76049",East US Highway 377,0.0343039139074704,55 mph,Acton Highway,0.952015522333821,55 mph,Willow Ridge Circle,1.36026364811353,25 mph,East Pearl Street,1.8051334595689,45 mph,,,,,,
"TXNEW_Walton , 23685 Walton Ave , New Caney , TX , 77357",Unnamed Road,0.0885533077157731,45 mph,FM 1485,0.147019253965674,55 mph,Eastex Freeway,0.189460056088837,65 mph,Farm to Market Road 1485,0.400535819004653,45 mph,Johnson Road,0.76252443463552,30 mph,,,
"Tampa , 6301 E Hillsborough Ave , Tampa , FL , 33610",Hillsborough Avenue,0.0287776651950314,45 mph,East Hillsborough Avenue,0.0344856344921421,45 mph,East Chelsea Street,0.729091382663206,25 mph,Unnamed Road,0.742117244665885,65 mph,East Hanna Avenue,0.759084569364971,35 mph,,,
"Taos , 1122 Paseo Del Pueblo Sur , Taos , NM , 87571",Paseo del Pueblo Sur,0.044743847810266,45 mph,Bertha Street,0.0761080132210256,25 mph,Paseo del Canon West,0.137448473728447,20 mph,Gusdorf Road,0.210739666773747,15 mph,Paseo del Canon East,0.252954026984025,35 mph,,,
"Texas Car Wash , 15 Texas Ave , Island Park , NY , 11558",Austin Boulevard,0.0194227884609701,30 mph,Long Beach Road,0.0505453791300426,40 mph,Daly Boulevard,0.39290583415221,40 mph,Lawson Boulevard,0.543203325899395,40 mph,Marina Path,1.26741219716006,25 mph,,,
"Texas Pride Car Wash , 5430 FM 741 , Heartland , TX , 75126",FM 741,0.0350653212567421,55 mph,Frontier,0.0502081950960659,25 mph,Pine Knot Drive,0.0502081950960659,25 mph,Sunnybrook Drive,0.0557969361152853,25 mph,Kings Forest Drive,0.0628321985409722,25 mph,,,
"Texas Star Wash LLC , 810 E NASA Pkwy , Webster , TX , 77598",NASA Bypass,0.072823649176108,55 mph,East NASA Parkway,0.477329272664826,45 mph,Bay Area Boulevard,1.0531086735186,35 mph,West Bay Area Boulevard,1.26556088103131,35 mph,NASA Parkway,1.5065853559395,45 mph,,,
"The Auto Spa @ Main Street , 2002 W Main St , Durant , OK , 74701",West Main Street,0.0301390790246319,35 mph,West Evergreen Street,0.0603721512488386,30 mph,South 21st Avenue,0.0681548691651671,25 mph,Bryan Drive,0.0870311324617077,30 mph,West Arkansas Street,0.136655041487431,30 mph,,,
"The Auto Spa @ University , 3212 University Blvd , Durant , OK , 74701",West University Boulevard,0.0721948939830186,35 mph,University Place,0.0844177330429064,30 mph,Radio Road,0.0913134392687706,30 mph,Larkspur Lane,0.161718592235729,30 mph,Harmony Drive,0.208472247016479,20 mph,,,
"The Good Wash , 2305 Plank Rd , Fredericksburg , VA , 22401",Plank Road,0.0413241026923868,45 mph,Unnamed Road,0.280552603944457,65 mph,William Street,0.446395060961772,35 mph,Carl D Silver Parkway,0.525325239730946,35 mph,Cowan Boulevard,0.598677549317859,35 mph,,,
"The Washery , 127 Airport Rd , Hazleton , PA , 18202",Unnamed Road,0.948300108532774,35 mph,West Butler Drive,1.82330977569153,35 mph,,,,,,,,,,,,
"Thoroughbred Ashland , 621 12th St , Ashland , KY , 41101",,,,,,,,,,,,,,,,,,
"Thoroughbred Bardstown , 1332 E John Rowan Blvd , Bardstown , KY , 40004",Arch Pendergrass Way,0.161956046696816,15 mph,Apple Alley,0.399933474044246,20 mph,Peach Alley,0.442631117964397,20 mph,Campbell Alley,0.494534102566467,20 mph,Kadence Way,0.602208422707427,25 mph,,,
"Thoroughbred Bedford , 3160 John A Williams Blvd , Bedford , IN , 47421",John A Williams Boulevard,0.0395921427201688,40 mph,Becky Skillman Way,0.203081245694523,25 mph,Evergreen Drive,1.59099095858,25 mph,Great Escape Drive,1.68361754145184,25 mph,,,,,,
"Thoroughbred Campbellsville , 862 W Broadway , Campbellsville , KY , 42718",Campbellsville Bypass,1.8873965985504,55 mph,,,,,,,,,,,,,,,
"Thoroughbred Charleston , 224 Kanawha Blvd E , Charleston , WV , 25301",Unnamed Road,0.32837263647496,30 mph,Pennsylvania Avenue,0.388372817828293,30 mph,Virginia Street West,0.435024427690698,30 mph,Bridge Road,0.57194275910618,30 mph,Bigley Avenue,0.574775384790512,30 mph,,,
"Thoroughbred Crosslanes , 211 New Goff Mountain Rd , Charleston , WV , 25313",Unnamed Road,0.0800942479684846,70 mph,Walnut Street,1.86966939831585,25 mph,MacCorkle Avenue,1.88096164941694,50 mph,,,,,,,,,
"Thoroughbred Danville , 925 Hustonville Rd , Danville , KY , 40422",Shanon Way,0.977362468850883,25 mph,,,,,,,,,,,,,,,
"Thoroughbred Glasgow , 707 W Main St , Glasgow , KY , 42141",West Main Street,0.0406105319317596,35 mph,North L Rogers Wells Boulevard,0.329218972242702,40 mph,South L Rogers Wells Boulevard,0.329218972242702,45 mph,South Liberty Street,0.446474856402001,25 mph,North Liberty Street,0.449489513690564,25 mph,,,
"Thoroughbred Hal-Greer , 3082 16th St , Huntington , WV , 25701",Crestmont Drive,0.0356985562095346,25 mph,Troy Brown Way,0.0359898128583602,45 mph,Bennetts Point Drive,0.0425048969451216,25 mph,Castle Hill Road,0.0527176945932542,25 mph,Wilson Court,0.0631125741576318,25 mph,,,
"Thoroughbred Hurricane , 3111 Teays Valley Road , Hurricane , WV , 25526",Unnamed Road,0.425824295035335,70 mph,,,,,,,,,,,,,,,
"Thoroughbred Lawrenceburg , 1026 Bypass N , Lawrenceburg , KY , 40342",Stonecrest Court,1.68587990151078,25 mph,,,,,,,,,,,,,,,
"Thoroughbred Madison , 2601 Wilson Ave , Madison , IN , 47250",Ivy Tech Drive,1.15788500735314,30 mph,Hannah Drive,1.7265927745344,30 mph,,,,,,,,,,,,
"Thoroughbred Maysville , 245 Wal-Mart Way , Maysville , KY , 41056",AA Highway,0.0343385940980527,45 mph,East Maple Leaf Road,0.382384221415682,45 mph,West Maple Leaf Road,0.406446827508364,45 mph,Unnamed Road,0.737423262657115,45 mph,Fleming Road,1.94761523802755,45 mph,,,
"Thoroughbred North Vernon , 2410 IN-3 , North Vernon , IN , 47265",Unnamed Road,0.348145042806589,35 mph,North State Street,0.399968234464168,35 mph,Poplar Street,1.10425279127409,30 mph,East County Road 175 North,1.94345144081804,30 mph,,,,,,
"Thoroughbred Pendleton , 217 SW 23rd St , Pendleton , OR , 97801",Old Oregon Trail Highway,0.10673111166201,70 mph,Southwest Emigrant Avenue,0.216956045974606,30 mph,Southwest Frazer Avenue,0.251658924864137,30 mph,Southwest Pendleton-John Day Highway,0.275368503456066,35 mph,Southwest Hailey Avenue,0.286926031972055,25 mph,,,
"Thoroughbred Russellville , 235 Sam Walton Dr , Russellville , KY , 42276",Sportsman Club Road,0.260943598671439,35 mph,Forest Park Drive,0.707250909882175,25 mph,Woodhurst Lane,0.818756493559636,25 mph,Unnamed Road,0.897552888072744,25 mph,Shelton Lane,0.922214017536327,25 mph,,,
"Thoroughbred Seymour , 1550 E Tipton St , Seymour , IN , 47274",East Tipton Street,0.0161923543949823,45 mph,South Broadway Street,1.12038454144879,30 mph,Unnamed Road,1.12380981829634,70 mph,North Broadway Street,1.1568247826395,30 mph,West Tipton Street,1.25675988019437,30 mph,,,
"Thoroughbred South Point , 45 Co Rd 120 , South Point , OH , 45680",Burlington Macedonia Road,1.19326845775416,35 mph,Lick Creek Road,1.19326845775416,40 mph,Rankins Creek Road,1.19644593856375,40 mph,Solida Road,1.25829158982043,40 mph,,,,,,
"Thoroughbred Teays , 3972 Teays Valley Road , Hurricane , WV , 25526",Unnamed Road,0.556306465443633,70 mph,,,,,,,,,,,,,,,
"Toledo , 2521 W Alexis Rd , Toledo , OH , 43613",Douglas Road,0.0464088633173696,35 mph,West Alexis Road,0.0494823406601851,40 mph,Dixon Avenue,0.0580325335346213,25 mph,Schroeder Court,0.10916585573791,25 mph,Cowan Street,0.110283213129012,25 mph,,,
"Top Wash Clairmont , 3631 Clairmont Rd , Chamblee , GA , 30341",Dresden Drive Northeast,0.0403232161528561,35 mph,Skyland Drive Northeast,0.347719638356545,25 mph,Drew Valley Road Northeast,0.568058659718528,25 mph,Redding Road Northeast,0.590387219548844,25 mph,9th Street,0.67007962274254,25 mph,,,
"Top Wash Peachtree , 5784 Peachtree Industrial Blvd , Atlanta , GA , 30341",Peachtree Boulevard,0.011344323066898,45 mph,Peachtree Road,0.281724109805874,35 mph,North Shallowford Road,0.485969408129033,35 mph,The Nalley Way,0.565678848098817,30 mph,Atlanta Bypass / The Perimeter,0.671354076810619,65 mph,,,
"Total Package Cape Coral , 713 NE 13th Ave , Cape Coral , FL , 33909",Northeast 7th Terrace,0.0253655662803062,15 mph,Northeast 13th Avenue,0.0253655662803062,15 mph,Northeast Pine Island Road,0.0576250249886279,55 mph,Northeast 8th Street,0.0656499821587957,15 mph,Northeast 13th Court,0.0883514220364634,15 mph,,,
"Total Package Lakeland , 2820 US Hwy 98 N , Lakeland , FL , 33805",North Florida Avenue,0.0372338339566935,45 mph,Unnamed Road,0.0372338339566935,45 mph,Lakeland Hills Boulevard,0.623193432165893,45 mph,US Highway 98 North,0.723912642974445,45 mph,East Robson Street,0.759981416135231,15 mph,,,
"Touch u0026 Go CW , 847 Brookway Blvd , Brookhaven , MS , 39601",Brookway Boulevard,0.0507218785962812,30 mph,Unnamed Road,0.36735229132222,45 mph,,,,,,,,,,,,
"Town Center , 5064 Weebers Crossing Dr , Jacksonville , FL , 32246",Gate Parkway,0.0532026749882095,45 mph,Butler Boulevard,0.31404027075245,60 mph,Unnamed Road,0.537740614516058,5 mph,Burnt Mill Road,0.708263766911916,35 mph,Touchton Road East,0.864539930879284,40 mph,,,
"Town Center Auto Wash , 6380 Sashabaw Rd , Clarkston , MI , 48346",Sashabaw Road,0.0369784745235953,50 mph,Unnamed Road,0.155526562089848,70 mph,Bradford Lane,0.334510501856838,15 mph,Nottingham Circle,0.36918035924805,25 mph,Coventry Drive,0.41048120376751,15 mph,,,
